appid,tfidf_action,tfidf_adventure,tfidf_based,tfidf_battle,tfidf_build,tfidf_character,tfidf_characters,tfidf_choose,tfidf_combat,tfidf_create,tfidf_different,tfidf_discover,tfidf_enemies,tfidf_experience,tfidf_explore,tfidf_features,tfidf_fight,tfidf_friends,tfidf_game,tfidf_gameplay,tfidf_games,tfidf_help,tfidf_items,tfidf_just,tfidf_level,tfidf_levels,tfidf_life,tfidf_like,tfidf_make,tfidf_mode,tfidf_music,tfidf_need,tfidf_new,tfidf_play,tfidf_player,tfidf_players,tfidf_power,tfidf_puzzle,tfidf_puzzles,tfidf_set,tfidf_skills,tfidf_story,tfidf_style,tfidf_time,tfidf_unique,tfidf_unlock,tfidf_use,tfidf_way,tfidf_weapons,tfidf_world
648800,0.0,0.2619165570388015,0.0,0.0,0.4011754692457838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14694824948745552,0.11172700283896785,0.3027282722033482,0.3767158567443913,0.0,0.0,0.0,0.280579713871633,0.19021434626772793,0.0,0.0,0.0,0.0,0.0,0.24497504657269079,0.0,0.0,0.0,0.24421537017264336,0.0,0.0,0.27141160549640386,0.0,0.0,0.0,0.17352360693134966,0.0,0.22590957982423693,0.0,0.0,0.0,0.0,0.14680595835046106,0.23817509757735358,0.18754307493301597,0.0
264710,0.0,0.1554263508718231,0.0,0.0,0.32520205303686583,0.0,0.0,0.1789774820842045,0.0,0.0,0.0,0.0,0.0,0.0,0.41219130288370015,0.0,0.0,0.0,0.13573890955927603,0.0,0.0,0.1665014291145697,0.1911171578378263,0.0,0.0,0.15986440988788694,0.4568609116777995,0.0,0.24613776805385562,0.0,0.0,0.18259280646747436,0.0,0.0,0.16835745193071877,0.0,0.0,0.0,0.0,0.17434719948941216,0.0,0.0,0.0,0.0,0.0,0.0,0.24974385059720172,0.23930554456004063,0.0,0.2808831629713568
294100,0.0,0.0,0.0,0.0,0.1979457816895665,0.0,0.16460652824131114,0.31230633227294446,0.19537614442804646,0.0,0.29814307886819574,0.1815023060362201,0.1689063038664889,0.1458401597930549,0.1521628067165769,0.0,0.3885389619491691,0.0,0.17339219327563316,0.0,0.0,0.17159540328880468,0.0,0.0,0.0,0.0,0.0,0.1510174119008309,0.1498204960447233,0.0,0.0,0.0,0.20402321519341696,0.27116422848959754,0.0,0.0,0.0,0.0,0.0,0.0,0.1850596101288744,0.23392613284007133,0.0,0.13322865031970005,0.0,0.0,0.15201546628311483,0.0,0.19419816678048363,0.25457842062921554
477160,0.0,0.0,0.17539221984123157,0.0,0.19907239979894856,0.0,0.0,0.185502974969986,0.0,0.0,0.14287535454734623,0.0,0.0,0.0,0.2591003638596209,0.0,0.0,0.0,0.08309255805649617,0.15603875199839284,0.0,0.0,0.0,0.0,0.4296045488887204,0.3477254560812529,0.0,0.0,0.15067320673428625,0.0,0.0,0.32042829618262453,0.20518442331318246,0.0,0.0,0.35032796639478575,0.0,0.0,0.18059107934426344,0.18070387294729903,0.0,0.0,0.0,0.0,0.22654647644767595,0.0,0.0,0.14649086189920515,0.0,0.20656126695163382
361420,0.0,0.0,0.0,0.0,0.5196406258868119,0.0,0.0,0.0,0.0,0.2913039047686017,0.0,0.0,0.0,0.0,0.23592319698500003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26901850980648623,0.25735933757468826,0.3028502999097156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3492646609748301,0.0,0.23569475071184295,0.38238652490692265,0.0,0.1880838519350923
305620,0.12208810635439445,0.0,0.1187459943401619,0.0,0.0,0.21524035728042623,0.0,0.1255912903993637,0.0,0.1279256452796895,0.0,0.0,0.0,0.2772225626164205,0.17541901441386304,0.13337376110152113,0.0,0.0,0.18579105002499158,0.1788693066946887,0.11250511823349729,0.0,0.22706778247474493,0.0,0.12188590884573511,0.0,0.24099017911303205,0.0,0.10201045274573547,0.44377660279340864,0.22701164655933873,0.1281282199014422,0.0,0.08797790792226576,0.20002679877358714,0.2371829420505244,0.13299622629457356,0.0,0.0,0.12234214889160636,0.12600421913274432,0.19741933541165485,0.0,0.15359100581196705,0.0,0.12434829753669173,0.10350497394739332,0.09917887505908146,0.13222652066080046,0.13984840980140906
367520,0.2371133030125361,0.21182067225293538,0.0,0.1521855250095243,0.0,0.0,0.33547125891786067,0.24391700867041793,0.0,0.0,0.0,0.1417566503789166,0.3147974232272836,0.0,0.20121692949252562,0.09035736082408027,0.0,0.14517341000354256,0.1092580224505448,0.12117944603108843,0.0,0.0,0.0,0.0,0.0,0.0,0.22302302161600995,0.11794738550419771,0.11701257213321296,0.1349313265290564,0.15379466763194405,0.0,0.36613165159963684,0.0,0.13551311353897616,0.0,0.0,0.0,0.0,0.0,0.14453497052022243,0.0,0.14387307310134895,0.0,0.21806768157472722,0.14263552159131695,0.0,0.19262016060813433,0.0,0.2645018228933413
457140,0.0,0.0,0.0,0.0,0.2443879810145072,0.0,0.0,0.22772969819465144,0.0,0.2319624911748444,0.17539859603753197,0.22408652381000468,0.0,0.18005729598498652,0.18786336744111073,0.0,0.0,0.0,0.10200722210244374,0.0,0.0,0.0,0.0,0.347171851018505,0.0,0.0,0.0,0.0,0.3131839770035325,0.0,0.0,0.0,0.2518913068801991,0.0,0.0,0.0,0.5754710506998615,0.0,0.0,0.0,0.0,0.0,0.0,0.16448686396349432,0.0,0.0,0.18768145787603568,0.0,0.0,0.0
427520,0.0,0.0,0.0,0.0,0.27057809043354003,0.0,0.0,0.0,0.0,0.4348357675925862,0.0,0.0,0.39091915066934146,0.0,0.0,0.15814250669331395,0.0,0.25408098193432516,0.2947071501432559,0.35909450177297564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20643027896611132,0.20479417839356606,0.0,0.0,0.0,0.0,0.0,0.0,0.22689460633543163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18211428143023856,0.0,0.0,0.20779454976088244,0.1991095587267829,0.0,0.16581955776319796
526870,0.0,0.0,0.0,0.0,0.44625439888521307,0.0,0.0,0.0,0.20988218764806935,0.20183116138545898,0.0,0.0,0.0,0.1566683172805839,0.3430400045123668,0.12428144369067522,0.0,0.3380839407722182,0.08875674684456661,0.0,0.0,0.0,0.0,0.3020751223032359,0.0,0.0,0.0,0.0,0.2725021855291869,0.0,0.0,0.0,0.12944608584989742,0.13880471967439872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1484185132826366,0.0,0.0,0.1429229088919517,0.0,0.3427078361983726,0.0,0.0,0.2734800402887877
588650,0.38143074809753774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41561127546648285,0.0,0.0,0.0,0.0,0.18323068541370388,0.32368628403006894,0.0,0.39383848341207567,0.0,0.10380503117483875,0.0,0.0,0.0,0.0,0.0,0.0,0.20699533016137173,0.0,0.0,0.18823150096824737,0.0,0.0,0.0,0.31771532376105815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23250522527143613,0.0,0.0,0.1673858349405335,0.0,0.0,0.0,0.18300662348049046,0.24398672667230106,0.15240894293232668
282070,0.0,0.0,0.0,0.0,0.0,0.2143517841985343,0.18898120327823573,0.0,0.0,0.0,0.0,0.0,0.0,0.35138312249507997,0.0,0.1328231564870199,0.0,0.0,0.2475231659077799,0.0,0.0,0.19700497991788601,0.2261303824359173,0.0,0.0,0.0,0.32783850070593107,0.0,0.29123093003073786,0.0,0.0,0.21604434485978555,0.4260184366963886,0.1483445996035921,0.0,0.0,0.0,0.0,0.0,0.20628811846724115,0.0,0.15861913757918125,0.0,0.15295693869226137,0.15274582696821462,0.0,0.0,0.0,0.2229547249717936,0.1392710760055307
379430,0.0,0.0,0.0,0.0,0.0,0.22723548661471282,0.2003399964620285,0.22449500623989416,0.23778920861570213,0.0,0.0,0.0,0.0,0.17749974687595393,0.0,0.14080654710144697,0.47288461213485067,0.22622801736473314,0.10055830286495422,0.0,0.0,0.35360709312070887,0.0,0.0,0.0,0.0,0.20526471238001187,0.0,0.0,0.0,0.0,0.0,0.1466579067884539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22523311824019404,0.2847077884836544,0.0,0.0,0.16192667791064885,0.0,0.0,0.0,0.23635551069213545,0.24997967240541757
391540,0.0,0.0,0.0,0.3358733567987311,0.0,0.3218244615404226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19941863780775917,0.0,0.3203976234451783,0.24113238598322012,0.0,0.0,0.0,0.0,0.2862725483700986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22272229302107233,0.0,0.286115442757507,0.0,0.0,0.0,0.0,0.0,0.23814832581074116,0.31752778072996807,0.22964718776455628,0.22933022787933652,0.0,0.0,0.25107833311888306,0.0,0.20909944468725195
250900,0.20593541429590698,0.0,0.0,0.0,0.0,0.0,0.32009057857979084,0.0,0.0,0.0,0.0,0.20845545847864894,0.32845183668013034,0.0,0.0,0.13287196775006302,0.3600213037058784,0.0,0.19914099129229637,0.30171263916623525,0.0,0.0,0.2262134832285129,0.0,0.0,0.0,0.0,0.17344354748729493,0.0,0.0,0.0,0.0,0.4424754125482816,0.0,0.19927423607377973,0.19063775733699895,0.0,0.0,0.0,0.0,0.0,0.0,0.21156769249207963,0.0,0.0,0.0,0.0,0.16729264901043145,0.0,0.0
262060,0.0,0.0,0.4799512285354432,0.4326394674284594,0.0,0.2448357995824528,0.21585714429055486,0.0,0.4337960755254948,0.0,0.0,0.0,0.0,0.0,0.0,0.25687173903513294,0.0,0.0,0.302478630751759,0.20346374759216976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2415669949777845,0.17470969288372315,0.0,0.0,0.0,0.0,0.0,0.0
1332010,0.0,0.3606870885483838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.186043966337638,0.0,0.0,0.38638824993070386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40459538184911853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5553396811846165,0.0,0.46249000264597356
244210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24725261005926452,0.0,0.27643644464875045,0.0,0.18612076306859893,0.21588046161051458,0.15535910441854273,0.0,0.17182038637986993,0.0,0.2815658333927596,0.3034895969783724,0.0,0.1688739765492015,0.2560299529968948,0.0,0.292897218885903,0.0,0.0,0.12065738735402852,0.0,0.3646038762916071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41080775554324245,0.13321920602479467,0.0,0.0,0.0,0.0,0.20566156182469264
268910,0.4336701422178082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4389769901092279,0.0,0.0,0.0,0.0,0.0,0.0,0.199828274215636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2914368637761485,0.312507032666421,0.41964266609474926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4696828850263456,0.0
508440,0.0,0.0,0.0,0.5754622775488855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20179590040867237,0.5467731409253355,0.3242170722991613,0.1441144157564026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26132522173515776,0.30134333586037065,0.0,0.0,0.2101817348812971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313120,0.0,0.2696558016097604,0.0,0.0,0.33322968666711333,0.0,0.0,0.18339555276001696,0.0,0.31628719191443383,0.14125220701842386,0.0,0.0,0.0,0.2561568322990237,0.0,0.0,0.31291271906896634,0.1390896332866802,0.0,0.0,0.1706115276190612,0.1958348971917114,0.0,0.0,0.0,0.0,0.15015152415308752,0.0,0.0,0.0,0.18710012165860387,0.0,0.2696094555656011,0.0,0.0,0.0,0.0,0.0,0.0,0.18399853480652692,0.0,0.1831559141256869,0.0,0.0,0.30744245034865614,0.0,0.0,0.19308469376347903,0.2878167819451077
632360,0.0,0.15646243298952275,0.0,0.0,0.0,0.0,0.0,0.0,0.19083994346852484,0.0,0.0,0.3001750580484262,0.1649846739258868,0.0,0.0,0.0,0.18084233596821989,0.18156140178192773,0.08070400227898078,0.1515533050303426,0.0,0.0,0.502032779576901,0.16222356650112035,0.0,0.0,0.0,0.24975804095077858,0.0,0.0,0.0,0.0,0.28087082819078213,0.21369415432877925,0.0,0.0,0.19079351895859506,0.0,0.0,0.0,0.18076293622586131,0.0,0.17993513295800687,0.0,0.22003423386119872,0.30203610101532885,0.0,0.1422798759489995,0.0,0.0
686810,0.12901940054324443,0.0,0.12548754718340124,0.2942384130751501,0.14242996174686,0.0,0.0,0.13272147045792224,0.29502502307410455,0.1351883534026096,0.17307818754048385,0.0,0.12153488795349034,0.1776752559402095,0.0,0.14094577448490966,0.34761974636712795,0.0,0.16597032058326452,0.26640770970096345,0.0,0.0,0.0,0.11950093611110718,0.12880572369840224,0.0,0.205467675022092,0.0,0.10780188058774018,0.0,0.0,0.0,0.20690167044791619,0.1951135829277735,0.2113828974907635,0.2022216334183614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20090239655958753,0.0,0.10938125007175317,0.0,0.3334450289973942,0.08728597807476417
219640,0.2911372932142134,0.0,0.16724330409727622,0.1868595361573382,0.0,0.0,0.0,0.0,0.39319407190401223,0.0,0.0,0.0,0.0,0.23679637961479225,0.0,0.11094441820884222,0.1775438277757829,0.0,0.13415141417226867,0.14878901968998215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14482056519439562,0.0,0.0,0.0,0.0,0.0,0.20979643914524365,0.16638847576039217,0.46892189063718254,0.0,0.0,0.0,0.1723081719487774,0.0,0.0,0.0,0.127761747447079,0.0,0.0,0.24682304320274287,0.0,0.3153138537882898,0.19696420294345124
1145360,0.3069896567171744,0.0,0.0,0.1970339980356428,0.0,0.3196534367073235,0.16644707720562826,0.18651561493349603,0.1975607440555421,0.0,0.0,0.18353177524965497,0.0,0.24968989196560218,0.0,0.0,0.0,0.0,0.0,0.1568905500687762,0.16708134173763325,0.0,0.0,0.0,0.0,0.0,0.288747025055385,0.25855375718149065,0.0,0.0,0.0,0.0,0.12184676232965955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18712885536111878,0.2931874386112166,0.186271899387665,0.22809798996553934,0.2823313658795275,0.0,0.15371522820639288,0.0,0.19636959484326447,0.0
233860,0.0,0.0,0.13073331454631584,0.0,0.3114004321355061,0.2937166105214946,0.3219843558416106,0.0,0.0,0.0,0.0,0.0,0.0,0.10932459562301243,0.0,0.14683774353147222,0.13878518609550944,0.0,0.18245575789660906,0.2775443754510371,0.0,0.12863122271626629,0.14764818431571086,0.29708516379091104,0.2816132050396574,0.0,0.21405685895274582,0.0,0.0,0.0,0.0,0.0,0.215550799819948,0.09685921258598894,0.1300650992030937,0.0,0.0,0.0,0.0,0.0,0.0,0.10356780636466202,0.1380889645059976,0.0,0.0,0.0,0.29735516878999907,0.0,0.0,0.3003199207443076
220200,0.0,0.0,0.23617454759792927,0.0,0.4538669205856029,0.0,0.0,0.0,0.0,0.0,0.0,0.24579311598791112,0.0,0.0,0.20606113066613121,0.265267791681057,0.0,0.0,0.11188835699503658,0.2101141184844197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39612638849251997,0.0,0.0,0.3424559018521592,0.0,0.0,0.0,0.0,0.0,0.0,0.2433269587508196,0.0,0.0,0.0,0.0,0.1801711984878896,0.24731699859426878,0.20586160006488133,0.19725739868959843,0.0,0.0
644930,0.14696733023032182,0.0,0.0,0.0,0.4996191854654427,0.0,0.0,0.0,0.16013727229276337,0.0,0.0,0.25188235823453237,0.0,0.0,0.12471807591114328,0.0,0.0,0.0,0.18905850446435218,0.12717113845988393,0.0,0.0,0.0,0.13612474919527348,0.0,0.0,0.0,0.0,0.2577058836366214,0.3379063874900909,0.0,0.15423830353644236,0.16722472060812762,0.10590612495087716,0.24078843933362215,0.13605004429522996,0.1600983166409613,0.0,0.0,0.0,0.15168147198500073,0.1132413195286576,0.15098684718633476,0.28494791788334783,0.10904824766016685,0.0,0.0,0.0,0.0,0.2372653303643117
222880,0.2306788180552676,0.0,0.36994453359894797,0.0,0.0,0.0,0.0,0.0,0.14845151273235757,0.14275695122084645,0.0,0.0,0.12833908864572757,0.26443213958155626,0.0,0.14883670483805353,0.1406745246964676,0.1412338751440675,0.19332249218706565,0.19960686408805955,0.0,0.0,0.0,0.0,0.0,0.0,0.33439036004352607,0.0,0.19274318663246257,0.34254020643663313,0.0,0.0,0.09155835222149526,0.09817779603387355,0.13183572775124977,0.21354312802176384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21244324787242433,0.0,0.0,0.1155050223480794,0.11067736885745169,0.3521131409719194,0.0
211820,0.0,0.0,0.0,0.0,0.16060720556681543,0.1514866364215146,0.13355674616169672,0.25339588890983056,0.0,0.1524414062805214,0.0,0.24934211191469305,0.0,0.0,0.12346028780890657,0.0938687461377553,0.3152487332634905,0.0,0.14068516839006953,0.0,0.0,0.0,0.27058321266052926,0.0,0.0,0.0,0.0,0.20746293114165693,0.2551069067686213,0.0,0.15977129568215623,0.1526828024458424,0.34071778152923543,0.17750625948264565,0.14077930051424165,0.13467797271881118,0.0,0.0,0.0,0.0,0.0,0.1898005715697239,0.14946413719744342,0.0,0.1079484905682242,0.0,0.20883402659999634,0.2001055895417434,0.26678328277187097,0.0
362890,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45777640591431307,0.0,0.0,0.19610238702664426,0.1693222976590128,0.0,0.22742278602657068,0.21495095826157157,0.21580564687683473,0.0,0.18013773140878467,0.0,0.0,0.0,0.0,0.0,0.19128305299123274,0.4109253385844794,0.0,0.0,0.0,0.0,0.0,0.29359868680967166,0.15001587091212792,0.3410764717239919,0.0,0.0,0.0,0.0,0.20861218968120798,0.0,0.0,0.0,0.1546801732674394,0.0,0.0,0.0,0.16911524346793147,0.0,0.1408401237097204
613100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3023971054022499,0.0,0.0,0.0,0.23473107585904762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4676207986799043,0.0,0.26730658568817545,0.0,0.0,0.0,0.0,0.24113746359175903,0.0,0.0,0.3028759615308396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.289198554462063,0.29785514117130873,0.0,0.0,0.3630661817011998,0.0,0.0,0.0,0.0,0.0,0.33058073872985966
433340,0.0,0.16283407546756107,0.0,0.0,0.20122373641828756,0.0,0.0,0.18750766946029357,0.0,0.1909928589341121,0.0,0.3123991307166369,0.0,0.1482552526399477,0.36911822024974306,0.11760754920102771,0.0,0.0,0.1422083174383179,0.0,0.16797002766065008,0.36607563054093595,0.0,0.28585373450525664,0.0,0.0,0.17144571937464242,0.0,0.0,0.0,0.20017643029209928,0.0,0.34197615984069374,0.2223964525419286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22931121623391057,0.0,0.0,0.1545328213501854,0.0,0.0,0.12331682484297223
581320,0.0,0.0,0.2880679323059535,0.3218558764013957,0.0,0.38224555091665186,0.0,0.0,0.4973626661221798,0.0,0.0,0.0,0.16477849730419591,0.14227605380731576,0.0,0.11286438558038167,0.18061634248045286,0.0,0.1691547585744436,0.15136391320567358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24670148669026531,0.0,0.28659553475430327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12997274995076064,0.0,0.0,0.14830044544061588,0.24059972401980348,0.18945226654543157,0.0
285900,0.0,0.0,0.0,0.0,0.0,0.275275126659393,0.24269368628384175,0.0,0.0,0.0,0.0,0.0,0.2490332185479449,0.0,0.0,0.0,0.5728567022694536,0.27405466928486405,0.2906917902564295,0.0,0.2436184967397275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43127832237957964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2649195953825234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848450,0.0,0.2168173242430253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41596664226046365,0.0,0.0,0.20596344908617537,0.0,0.0,0.0,0.2346989710710664,0.0,0.0,0.0,0.2666054407563238,0.0,0.0,0.0,0.22828392657368488,0.0,0.20279296087544652,0.0,0.0,0.0,0.425611632261011,0.0,0.23485600761543526,0.0,0.0,0.0,0.0,0.411793054480854,0.0,0.18701036380491556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2780134028817567
