appid,ss_i,path,ok,w,h,bright,cont,sharp,edge,hue,sat,col,ent
108600,0,Steam_Appdetails_snapshot_100/images/108600/ss_0.jpg,1,1728,1080,107.70167663323045,35.579126674889274,424.03153327925463,0.06743076989026063,115.97012174211248,30.303466863854595,8.801115036010742,7.024862766265869
108600,1,Steam_Appdetails_snapshot_100/images/108600/ss_1.jpg,1,1477,830,27.45737125890155,22.988758747300892,448.8218800727296,0.027192860813599694,23.381959523945476,78.25952149831554,10.530689239501953,5.767873764038086
108600,2,Steam_Appdetails_snapshot_100/images/108600/ss_2.jpg,1,1920,1080,105.21351273148149,75.2923057660484,210.05790750848703,0.026803626543209877,77.41156828703704,26.48116657021605,10.891776084899902,6.656606674194336
108600,3,Steam_Appdetails_snapshot_100/images/108600/ss_3.jpg,1,1920,1017,54.427809529662404,41.472715136709546,1643.4132734258087,0.04197138233366109,30.445587512291052,60.86349762372993,17.50019073486328,6.768621444702148
211820,0,Steam_Appdetails_snapshot_100/images/211820/ss_0.jpg,1,1920,1080,49.117109375,28.380512304772164,343.17523041750223,0.04431905864197531,64.73030671296296,104.84771412037037,21.409873962402344,6.037552356719971
211820,1,Steam_Appdetails_snapshot_100/images/211820/ss_1.jpg,1,921,519,48.3985384906663,26.017010765482087,2554.5295701452637,0.08330352155548443,100.80240544436285,136.15645430220565,33.43315505981445,6.244776248931885
211820,2,Steam_Appdetails_snapshot_100/images/211820/ss_2.jpg,1,1701,957,11.165946394554313,29.139773091172295,914.8065800435768,0.03956858618416728,9.64018645372413,44.74654407604599,17.144573211669922,2.778233766555786
211820,3,Steam_Appdetails_snapshot_100/images/211820/ss_3.jpg,1,1565,880,17.940665843740923,19.313075020966536,213.3196405554408,0.007871042695323845,78.23946630845194,104.94422596572757,20.128257751464844,4.35316801071167
219640,0,Steam_Appdetails_snapshot_100/images/219640/ss_0.jpg,1,1280,720,75.97141493055555,63.12241349344585,1235.7656207584698,0.07365776909722223,48.19948459201389,50.20515299479167,27.80950927734375,6.324672222137451
219640,1,Steam_Appdetails_snapshot_100/images/219640/ss_1.jpg,1,1280,720,51.478594835069444,58.06960197696691,1845.7962723766138,0.11730143229166666,20.242116970486112,86.00642578125,44.41377258300781,6.332486152648926
219640,2,Steam_Appdetails_snapshot_100/images/219640/ss_2.jpg,1,1280,720,52.42185763888889,40.1164628403354,608.1519086371515,0.083046875,82.66539388020833,79.88518771701389,15.785528182983398,6.759011268615723
219640,3,Steam_Appdetails_snapshot_100/images/219640/ss_3.jpg,1,1280,720,48.98651258680555,43.42709243262995,1513.5955590718163,0.13375542534722223,26.217783203125,78.7624631076389,29.678728103637695,6.2082695960998535
219740,0,Steam_Appdetails_snapshot_100/images/219740/ss_0.jpg,1,1280,720,53.47700629340278,43.57688513808746,609.4426137771501,0.10486545138888889,24.771704644097223,173.63941948784722,55.95207977294922,7.084049224853516
219740,1,Steam_Appdetails_snapshot_100/images/219740/ss_1.jpg,1,1280,720,41.29478190104167,33.58548773244635,176.34456223626668,0.05739474826388889,34.02201605902778,143.84008029513888,28.56996726989746,6.696628093719482
219740,2,Steam_Appdetails_snapshot_100/images/219740/ss_2.jpg,1,1280,720,62.175435112847225,36.21448428521038,233.7511316789121,0.03184678819444445,24.276424696180555,143.93919813368055,31.406187057495117,6.885284423828125
219740,3,Steam_Appdetails_snapshot_100/images/219740/ss_3.jpg,1,1280,720,92.15803493923612,46.152606961488765,274.5079275399091,0.0596875,20.35631076388889,147.55526692708332,46.25775146484375,7.3922576904296875
220200,0,Steam_Appdetails_snapshot_100/images/220200/ss_0.jpg,1,1920,1080,110.8020920138889,51.33167370511942,161.57338833090327,0.014030671296296296,134.72598234953705,81.88333767361111,38.11362838745117,7.066092491149902
220200,1,Steam_Appdetails_snapshot_100/images/220200/ss_1.jpg,1,1920,1080,124.75085503472222,39.42334193183126,301.50259461144594,0.029877025462962965,76.76323688271604,85.27067226080247,47.292633056640625,6.868424415588379
220200,2,Steam_Appdetails_snapshot_100/images/220200/ss_2.jpg,1,1918,1078,27.553236983484265,30.1626472187598,333.9517339264828,0.016301961110541476,69.03922462908758,45.9298985685847,14.070809364318848,5.881980895996094
220200,3,Steam_Appdetails_snapshot_100/images/220200/ss_3.jpg,1,1918,1078,38.17515104439728,44.23227069893766,351.80509881672225,0.0263923846152358,67.09365671569604,86.88670315979269,29.365964889526367,4.793390274047852
222880,0,Steam_Appdetails_snapshot_100/images/222880/ss_0.jpg,1,1280,720,130.99320203993057,63.009692355548474,2169.755019018385,0.12840386284722222,36.37001085069444,54.661654730902775,26.241031646728516,7.83583402633667
222880,1,Steam_Appdetails_snapshot_100/images/222880/ss_1.jpg,1,1280,720,70.37073784722222,65.11975072863112,444.1151548152205,0.04167860243055556,18.745807291666665,102.233447265625,28.21894073486328,7.142887592315674
222880,2,Steam_Appdetails_snapshot_100/images/222880/ss_2.jpg,1,1280,720,46.013407118055554,46.49412537027772,214.08074576792777,0.019905598958333333,55.29568359375,189.72482530381944,47.99182891845703,6.727272987365723
222880,3,Steam_Appdetails_snapshot_100/images/222880/ss_3.jpg,1,1280,720,23.931752387152777,32.51654617584791,116.09300781242466,0.005840928819444444,45.33077365451389,71.88360894097222,20.82651710510254,5.570889949798584
227300,0,Steam_Appdetails_snapshot_100/images/227300/ss_0.jpg,1,1920,1080,116.69252604166667,64.43830013426766,1752.243717250643,0.08564814814814815,71.71159143518518,89.67938416280865,45.53293228149414,7.729525566101074
227300,1,Steam_Appdetails_snapshot_100/images/227300/ss_1.jpg,1,1920,1080,80.11334490740741,53.855037711988864,971.7118789710528,0.04961853780864198,72.34127893518519,95.17033179012346,52.34836196899414,7.48544979095459
227300,2,Steam_Appdetails_snapshot_100/images/227300/ss_2.jpg,1,1920,1080,122.44178288966049,58.23541958612008,1432.1576149867178,0.0745138888888889,74.76738184799383,64.30368200231482,46.3253288269043,7.752559185028076
227300,3,Steam_Appdetails_snapshot_100/images/227300/ss_3.jpg,1,1920,1080,122.8428192515432,64.57504049236361,2130.7489357590666,0.07660445601851852,77.9907778742284,86.87013599537038,52.93993377685547,7.882558822631836
230290,0,Steam_Appdetails_snapshot_100/images/230290/ss_0.jpg,1,1920,1080,133.47442997685187,61.71775413802843,271.32738563438176,0.02474006558641975,27.059657118055554,146.12921682098766,69.35456085205078,7.69428825378418
230290,1,Steam_Appdetails_snapshot_100/images/230290/ss_1.jpg,1,1920,1080,29.99464699074074,52.01140941548705,1147.4121796868963,0.04392505787037037,44.583736014660495,71.61552035108025,19.039243698120117,5.684956073760986
230290,2,Steam_Appdetails_snapshot_100/images/230290/ss_2.jpg,1,1920,1080,33.81930459104938,37.60820750858368,564.9275989532073,0.03212384259259259,43.8024503279321,67.4098259066358,35.672706604003906,5.9816083908081055
230290,3,Steam_Appdetails_snapshot_100/images/230290/ss_3.jpg,1,1920,1080,86.94160927854938,44.855865454349214,294.5368234771733,0.016879340277777776,86.3731891396605,101.17758005401235,31.715993881225586,7.190107822418213
233450,0,Steam_Appdetails_snapshot_100/images/233450/ss_0.jpg,1,1920,1080,101.00822000385803,55.63215576324496,2041.327664089288,0.14546055169753086,36.213679591049384,87.23053674768518,53.290061950683594,7.450239181518555
233450,1,Steam_Appdetails_snapshot_100/images/233450/ss_1.jpg,1,1920,1080,83.05269724151235,50.67517877170952,1271.257778438492,0.09802806712962962,25.369228877314814,86.82992428626544,48.802730560302734,7.418318748474121
233450,2,Steam_Appdetails_snapshot_100/images/233450/ss_2.jpg,1,1920,1080,101.70149546682099,63.991686445242024,631.9568760184972,0.08515721450617283,35.82507282021605,111.03234519675927,58.61619567871094,7.677666664123535
233450,3,Steam_Appdetails_snapshot_100/images/233450/ss_3.jpg,1,1920,1080,121.65056954089506,59.635592309410484,2829.116444637286,0.1636328125,53.163934702932096,62.013543113425925,48.49009323120117,7.776910781860352
233860,0,Steam_Appdetails_snapshot_100/images/233860/ss_0.jpg,1,1904,1000,90.9653455882353,42.17073711745775,404.95181137755077,0.02642857142857143,71.76925157563025,91.84670798319328,50.028221130371094,7.019915580749512
233860,1,Steam_Appdetails_snapshot_100/images/233860/ss_1.jpg,1,1904,1042,102.16467906740431,56.37831142745861,1683.2754852289206,0.07843674897982225,35.61901754463781,98.98644786609461,54.48029327392578,7.520381927490234
233860,2,Steam_Appdetails_snapshot_100/images/233860/ss_2.jpg,1,1920,1050,104.38724751984127,33.29345521110855,801.3483604770465,0.10862351190476191,57.6390689484127,68.62988442460318,32.548255920410156,6.706003189086914
233860,3,Steam_Appdetails_snapshot_100/images/233860/ss_3.jpg,1,1904,1042,90.75905760576784,46.501596481146535,1838.2853985544766,0.14660367505927516,23.385764790561137,76.25713670785012,24.113691329956055,7.416913032531738
235540,0,Steam_Appdetails_snapshot_100/images/235540/ss_0.jpg,1,1920,1080,29.93455680941358,31.96592660953121,44.58205616439914,0.009146894290123457,47.05338155864197,79.77688126929013,18.043025970458984,6.313897132873535
235540,1,Steam_Appdetails_snapshot_100/images/235540/ss_1.jpg,1,1920,1080,69.02995563271605,63.29948506617643,481.8913061315466,0.03617380401234568,73.6692510609568,63.98428915895062,17.344993591308594,7.381410121917725
235540,2,Steam_Appdetails_snapshot_100/images/235540/ss_2.jpg,1,1920,1018,37.99086239358219,26.799513326542193,58.59059788363767,0.01787819253438114,74.82798788474132,61.17130556237721,13.639780044555664,6.231451511383057
235540,3,Steam_Appdetails_snapshot_100/images/235540/ss_3.jpg,1,1920,1080,41.36101273148148,41.49409880902141,364.81469039284036,0.05790412808641975,44.264139660493825,95.27280237268519,17.72059440612793,6.758837699890137
240720,0,Steam_Appdetails_snapshot_100/images/240720/ss_0.jpg,1,1920,1080,77.7341015625,50.44038302077522,118.01428674150608,0.014680748456790123,47.354312307098766,120.33783130787037,49.6180305480957,6.954751968383789
240720,1,Steam_Appdetails_snapshot_100/images/240720/ss_1.jpg,1,1920,1080,95.78136911651235,46.62501271199868,212.5287302206629,0.03651957947530864,48.424127604166664,111.05863522376544,50.377376556396484,7.19993782043457
240720,2,Steam_Appdetails_snapshot_100/images/240720/ss_2.jpg,1,1920,1080,87.08313512731482,46.2500492023978,200.6563994699672,0.02833960262345679,44.008234953703706,112.4079470486111,48.83523178100586,7.132435321807861
240720,3,Steam_Appdetails_snapshot_100/images/240720/ss_3.jpg,1,1920,1080,99.30756510416667,49.31648352159616,230.1294647480006,0.03854070216049383,46.705233410493825,114.0464347029321,53.988040924072266,7.280843734741211
242760,0,Steam_Appdetails_snapshot_100/images/242760/ss_0.jpg,1,1920,1080,64.35255979938272,60.22295881095418,125.11939718363361,0.0385595100308642,31.713315007716048,65.32771508487654,24.071619033813477,6.807355880737305
242760,1,Steam_Appdetails_snapshot_100/images/242760/ss_1.jpg,1,1920,1080,55.76078510802469,47.40615491397442,333.23840903944875,0.06396846064814815,43.568729263117284,100.56901331018518,21.46328353881836,7.0842814445495605
242760,2,Steam_Appdetails_snapshot_100/images/242760/ss_2.jpg,1,1920,1080,3.7199223572530866,7.2965040365394875,5.747581972572153,0.0004427083333333333,26.977236207561727,114.82879677854939,13.564702033996582,3.162379503250122
242760,3,Steam_Appdetails_snapshot_100/images/242760/ss_3.jpg,1,1920,1080,71.23374758873457,66.21366792811395,747.3436053130216,0.08697096836419753,48.25465470679012,95.71783082561728,25.1865234375,7.112724304199219
244210,0,Steam_Appdetails_snapshot_100/images/244210/ss_0.jpg,1,1920,1080,112.8844637345679,59.778831424505064,511.13989654486505,0.057282986111111114,67.54914496527778,57.748988715277775,39.807090759277344,7.714664459228516
244210,1,Steam_Appdetails_snapshot_100/images/244210/ss_1.jpg,1,1920,1080,114.62755497685185,64.07847054755591,912.1545871589378,0.09006558641975308,57.29108603395062,76.6921735146605,69.28738403320312,7.665915489196777
244210,2,Steam_Appdetails_snapshot_100/images/244210/ss_2.jpg,1,1920,1080,104.25825954861111,56.74512042588594,369.0902507960689,0.02919704861111111,57.55955054012345,71.83476417824075,32.102046966552734,7.606912136077881
244210,3,Steam_Appdetails_snapshot_100/images/244210/ss_3.jpg,1,1920,1080,127.98740933641976,43.61829825819939,282.8962962944953,0.02306712962962963,52.26605516975309,72.66275800540123,66.53325653076172,7.43255615234375
246620,0,Steam_Appdetails_snapshot_100/images/246620/ss_0.jpg,1,1920,1080,80.71565779320987,34.68133818326908,732.7021458948985,0.04230420524691358,81.03242717978395,148.22012731481482,49.84741973876953,6.882284164428711
246620,1,Steam_Appdetails_snapshot_100/images/246620/ss_1.jpg,1,1754,987,70.16226335751313,62.749867837622844,1058.4427865002042,0.04529753384650398,160.24077546300308,173.29878904666018,55.51972961425781,6.912932872772217
246620,2,Steam_Appdetails_snapshot_100/images/246620/ss_2.jpg,1,1920,1080,80.17593315972222,35.10790595773329,673.0754901927526,0.05476032021604938,71.66830439814815,156.6874209104938,44.56717300415039,7.027045726776123
246620,3,Steam_Appdetails_snapshot_100/images/246620/ss_3.jpg,1,1920,1080,53.90771122685185,43.99583665844051,466.8796062740101,0.01982638888888889,59.243921682098765,183.34239631558643,42.94847106933594,6.795364856719971
250900,0,Steam_Appdetails_snapshot_100/images/250900/ss_0.jpg,1,960,540,21.082029320987655,18.62780365555758,194.88779732828442,0.006682098765432099,12.269137731481482,119.23852237654322,21.999845504760742,5.28381872177124
250900,1,Steam_Appdetails_snapshot_100/images/250900/ss_1.jpg,1,1920,1080,28.179426601080248,22.338132729953692,89.35867128803525,0.008010706018518518,107.98825713734568,62.84007667824074,57.47453308105469,5.9492621421813965
250900,2,Steam_Appdetails_snapshot_100/images/250900/ss_2.jpg,1,960,540,22.587372685185183,29.165887838199385,445.41490036716726,0.011728395061728396,14.231934799382715,98.88565007716049,18.763778686523438,5.385742664337158
250900,3,Steam_Appdetails_snapshot_100/images/250900/ss_3.jpg,1,960,540,36.56684799382716,24.270159919509407,303.95918124392347,0.012550154320987654,10.520451388888889,110.15361689814814,24.066158294677734,5.812295436859131
252490,0,Steam_Appdetails_snapshot_100/images/252490/ss_0.jpg,1,1920,1080,132.62654320987653,66.1942887955319,596.7982156562115,0.033783757716049384,80.01320553626543,56.697100694444444,25.602928161621094,7.824167728424072
252490,1,Steam_Appdetails_snapshot_100/images/252490/ss_1.jpg,1,1920,1080,100.88497926311729,66.12979070456073,2576.6013608775083,0.11171826774691358,51.81182629243827,64.87654079861112,24.541166305541992,7.287972450256348
252490,2,Steam_Appdetails_snapshot_100/images/252490/ss_2.jpg,1,1920,1080,124.53739728009259,65.78757803260127,470.4677496093964,0.0856737075617284,44.9350178433642,75.37283323688271,34.179969787597656,7.818016529083252
252490,3,Steam_Appdetails_snapshot_100/images/252490/ss_3.jpg,1,1920,1080,123.90224729938272,60.42051001316168,1426.716746944078,0.09541184413580248,58.42750385802469,62.57479697145062,23.754314422607422,7.378868103027344
257510,0,Steam_Appdetails_snapshot_100/images/257510/ss_0.jpg,1,1920,1080,84.28805652006173,60.42080760796192,1510.0077601916003,0.11650511188271605,44.87995418595679,98.67713686342593,34.7564811706543,7.561334133148193
257510,1,Steam_Appdetails_snapshot_100/images/257510/ss_1.jpg,1,1920,1080,123.4423369984568,67.09628569042012,163.2724587285092,0.025656346450617283,71.0905111882716,51.9143677662037,33.947200775146484,7.720048427581787
257510,2,Steam_Appdetails_snapshot_100/images/257510/ss_2.jpg,1,1920,1080,103.17864390432099,64.48511496476554,1232.1129776476575,0.10141734182098766,50.947945119598764,45.722011477623454,44.850189208984375,7.5450334548950195
257510,3,Steam_Appdetails_snapshot_100/images/257510/ss_3.jpg,1,1920,1080,103.55225212191358,52.40704544863763,430.2231615426941,0.031047935956790125,16.680109471450617,111.17041714891975,28.032554626464844,7.164801597595215
262060,0,Steam_Appdetails_snapshot_100/images/262060/ss_0.jpg,1,1920,1080,14.537928722993827,23.559272085279005,639.9694347728132,0.042767650462962964,34.04839409722222,41.88546633873457,18.50339126586914,4.880753517150879
262060,1,Steam_Appdetails_snapshot_100/images/262060/ss_1.jpg,1,1920,1080,16.18047646604938,27.041443380716316,466.0836607735951,0.042963927469135806,14.590598958333333,105.54403742283951,31.002605438232422,4.903497695922852
262060,2,Steam_Appdetails_snapshot_100/images/262060/ss_2.jpg,1,1920,1080,22.617798032407407,35.25876824027028,1251.298299093325,0.07537760416666667,39.360948591820986,84.20357976466049,26.25206184387207,5.190249919891357
262060,3,Steam_Appdetails_snapshot_100/images/262060/ss_3.jpg,1,1920,1080,12.805268614969135,24.318205274131838,662.9595953874722,0.04756269290123457,51.74648485725309,81.52323688271605,20.79177474975586,4.524068832397461
264710,0,Steam_Appdetails_snapshot_100/images/264710/ss_0.jpg,1,1920,1080,73.26276813271605,41.634671627562675,416.63093010732223,0.055673707561728396,77.69383825231482,134.36850646219136,48.930641174316406,7.142806053161621
264710,1,Steam_Appdetails_snapshot_100/images/264710/ss_1.jpg,1,1920,1080,50.840435956790124,42.529862572309234,244.32900377942042,0.016177662037037036,36.354968653549385,172.58453269675925,76.33343505859375,6.862329006195068
264710,2,Steam_Appdetails_snapshot_100/images/264710/ss_2.jpg,1,1920,1080,69.27939863040123,39.86466426001238,350.46022868019367,0.07172067901234568,80.63966676311729,167.67653308256172,59.24334716796875,7.144972801208496
264710,3,Steam_Appdetails_snapshot_100/images/264710/ss_3.jpg,1,1920,1080,72.78798996913581,36.0517044019902,140.8563531051061,0.023748070987654323,103.04590663580247,130.80283950617283,43.938011169433594,6.948051929473877
268910,0,Steam_Appdetails_snapshot_100/images/268910/ss_0.jpg,1,1920,1080,196.1838493441358,51.64396527067357,470.7264790649133,0.018352623456790125,71.69051215277777,60.37341579861111,45.99961471557617,2.3129537105560303
268910,1,Steam_Appdetails_snapshot_100/images/268910/ss_1.jpg,1,1920,1080,94.11205488040123,52.3364816828778,43.28174359635974,0.043136091820987654,92.56606963734568,73.35426793981482,59.201534271240234,7.552009582519531
268910,2,Steam_Appdetails_snapshot_100/images/268910/ss_2.jpg,1,1920,1080,113.60531008873457,56.20488685334441,33.55026424266674,0.030474054783950617,68.86542920524691,81.29393036265432,46.91233825683594,7.582456588745117
268910,3,Steam_Appdetails_snapshot_100/images/268910/ss_3.jpg,1,1920,1080,126.06930844907407,52.0232198977557,29.925080956595885,0.0281983024691358,47.46816647376543,78.39580391589506,43.13359069824219,7.518458843231201
275850,0,Steam_Appdetails_snapshot_100/images/275850/ss_0.jpg,1,1920,1080,143.34786554783952,59.092848401734535,499.0515510881819,0.04974729938271605,97.03593412422839,152.10521363811728,87.39068603515625,7.2990946769714355
275850,1,Steam_Appdetails_snapshot_100/images/275850/ss_1.jpg,1,1920,1080,67.63063705632716,38.12767829756084,355.4264906282037,0.03259259259259259,89.51347222222222,217.2528477044753,86.64559936523438,7.066771984100342
275850,2,Steam_Appdetails_snapshot_100/images/275850/ss_2.jpg,1,1920,1080,108.19908950617284,57.001248190494884,785.0601277968148,0.08167534722222222,71.93787229938272,94.59561535493827,45.80739974975586,7.588619232177734
275850,3,Steam_Appdetails_snapshot_100/images/275850/ss_3.jpg,1,1920,1080,169.66617476851852,36.062360077786785,218.66395661580881,0.03340711805555555,95.67045283564815,49.874308931327164,26.598636627197266,7.005230903625488
282070,0,Steam_Appdetails_snapshot_100/images/282070/ss_0.jpg,1,1920,1080,93.6386545138889,76.29958846852256,761.7228742248192,0.07457947530864198,99.80355227623457,43.888327546296296,19.915149688720703,7.713996887207031
282070,1,Steam_Appdetails_snapshot_100/images/282070/ss_1.jpg,1,1920,1080,60.06147087191358,66.56534460591897,4241.6782834046435,0.14391396604938272,48.20973476080247,51.176380208333335,11.556357383728027,6.662250995635986
282070,2,Steam_Appdetails_snapshot_100/images/282070/ss_2.jpg,1,1920,1080,54.70799527391976,67.212582390504,1047.3892081386311,0.037077546296296296,25.791605420524693,39.478712866512346,16.909408569335938,6.856318473815918
282070,3,Steam_Appdetails_snapshot_100/images/282070/ss_3.jpg,1,1920,1080,41.801441936728395,55.81572848006487,984.7353683382009,0.061374903549382714,46.008299575617286,62.251108217592595,14.531929016113281,6.607373237609863
285900,0,Steam_Appdetails_snapshot_100/images/285900/ss_0.jpg,1,1920,1080,120.45829137731481,60.62628688316281,125.86810229765317,0.03970389660493827,56.657887249228395,137.2385117669753,104.28166198730469,7.639566898345947
285900,1,Steam_Appdetails_snapshot_100/images/285900/ss_1.jpg,1,1920,1080,134.21140094521604,57.06181152255218,122.72856307312115,0.03598620756172839,53.76464168595679,127.57935908564815,96.21925354003906,7.647639274597168
285900,2,Steam_Appdetails_snapshot_100/images/285900/ss_2.jpg,1,1920,1080,138.50564863040123,48.98474231500099,167.65696083823534,0.029772858796296296,89.38622106481482,75.11894820601852,50.8479118347168,7.498597621917725
285900,3,Steam_Appdetails_snapshot_100/images/285900/ss_3.jpg,1,1920,1080,119.35134307484567,64.74934973992869,470.60482782052543,0.03968701774691358,70.47729697145061,116.76599151234568,72.16918182373047,7.7421722412109375
286160,0,Steam_Appdetails_snapshot_100/images/286160/ss_0.jpg,1,1920,1080,80.81677420910493,51.080231815656305,231.59164873187328,0.0327710262345679,20.693711419753086,115.75189187885802,47.27391815185547,7.132296562194824
286160,1,Steam_Appdetails_snapshot_100/images/286160/ss_1.jpg,1,1920,1080,75.43948398919753,65.11334042066049,162.51687788726338,0.028462094907407406,17.45357060185185,132.13495611496913,41.68394088745117,7.120216369628906
286160,2,Steam_Appdetails_snapshot_100/images/286160/ss_2.jpg,1,1920,1080,63.35735194830247,30.417060130474113,173.88667521076152,0.03456500771604938,20.16292148919753,144.65823736496912,37.06797790527344,6.61787223815918
286160,3,Steam_Appdetails_snapshot_100/images/286160/ss_3.jpg,1,1920,1080,61.24259403935185,51.00898931196552,391.8747234822721,0.030186631944444445,16.546514756944443,122.15077835648148,43.40742111206055,7.01630163192749
291650,0,Steam_Appdetails_snapshot_100/images/291650/ss_0.jpg,1,1920,1080,27.818318383487654,45.45308791268982,1298.641000670661,0.041130401234567904,54.12242621527778,66.11254484953703,19.295692443847656,5.574681282043457
291650,1,Steam_Appdetails_snapshot_100/images/291650/ss_1.jpg,1,1920,1080,56.34787856867284,34.35848446525463,1246.5107623785154,0.1531370563271605,109.64965760030864,91.1206606867284,18.49559783935547,6.98034143447876
291650,2,Steam_Appdetails_snapshot_100/images/291650/ss_2.jpg,1,1920,1030,19.47996308656958,29.840589365558994,321.9927656496941,0.037227447411003235,28.914105987055017,53.34387692152104,15.813380241394043,5.2220540046691895
291650,3,Steam_Appdetails_snapshot_100/images/291650/ss_3.jpg,1,1920,1080,41.163182388117285,33.03529343805351,841.9531602260481,0.12501977237654321,103.20766589506172,133.79454812885803,21.523963928222656,6.733754634857178
294100,0,Steam_Appdetails_snapshot_100/images/294100/ss_0.jpg,1,1920,1080,61.980281153549384,35.41120169380514,2293.4349691143852,0.07540895061728395,59.79009837962963,107.39547309027778,37.66108322143555,6.7944746017456055
294100,1,Steam_Appdetails_snapshot_100/images/294100/ss_1.jpg,1,1920,1080,69.24951630015433,29.024804223817366,1067.8005615647357,0.07425106095679013,17.718271122685184,158.5323722029321,50.025901794433594,6.707813262939453
294100,2,Steam_Appdetails_snapshot_100/images/294100/ss_2.jpg,1,1920,1080,44.62030719521605,34.26028965836505,1453.0273105804988,0.034674961419753084,91.14304783950617,105.24367717978394,27.703516006469727,4.688806056976318
294100,3,Steam_Appdetails_snapshot_100/images/294100/ss_3.jpg,1,1920,1080,99.2374570794753,41.31569912572326,814.6367037616296,0.050127797067901235,95.03716917438271,91.98732880015432,36.71331787109375,6.414383888244629
304430,0,Steam_Appdetails_snapshot_100/images/304430/ss_0.jpg,1,1920,1080,47.74497829861111,37.847148153654736,58.87966372038288,0.006302083333333333,95.47619888117283,47.81393180941358,7.990410327911377,6.444273948669434
304430,1,Steam_Appdetails_snapshot_100/images/304430/ss_1.jpg,1,1920,1080,24.411891878858025,25.287986573265727,23.629011862318666,0.003664158950617284,79.22818335262346,52.06748070987654,8.758184432983398,5.665782451629639
304430,2,Steam_Appdetails_snapshot_100/images/304430/ss_2.jpg,1,1920,1080,49.228558063271606,34.893864895065846,40.61350111360182,0.008526716820987655,97.24038242669754,59.52973331404321,9.152567863464355,6.561792373657227
304430,3,Steam_Appdetails_snapshot_100/images/304430/ss_3.jpg,1,1920,1080,69.15834056712963,50.222504532731776,50.53658612941863,0.010675154320987654,94.61651861496914,45.7271484375,14.844663619995117,6.515355587005615
305620,0,Steam_Appdetails_snapshot_100/images/305620/ss_0.jpg,1,1920,1080,23.557417534722223,30.826534111843,17.04812885802097,0.00334008487654321,118.45677035108025,149.52559944058643,29.743227005004883,5.7924957275390625
305620,1,Steam_Appdetails_snapshot_100/images/305620/ss_1.jpg,1,1914,1080,31.78514358140795,35.685657598118596,40.37493507602346,0.009363268702349162,27.087956190255042,94.82365464994776,28.738943099975586,6.337459564208984
305620,2,Steam_Appdetails_snapshot_100/images/305620/ss_2.jpg,1,1280,624,92.17051031650641,46.401948969186805,38.663048259721315,0.005412409855769231,95.54362104366987,102.5193622295673,23.812116622924805,7.154043197631836
