appid,num_ok,w_mean,h_mean,bright_mean,cont_mean,sharp_mean,edge_mean,hue_mean,sat_mean,col_mean,ent_mean
2487150,4,1920.0,1080.0,70.55843291859568,55.5493183364102,871.9210517393574,0.06198097511574073,23.631100983796294,132.98532347125771,43.38620090484619,7.337221145629883
2654540,4,1920.0,1040.0,94.0248394931891,45.22457303532471,463.9332178944706,0.046642377804487184,63.826380834334934,69.97683956830929,27.187071323394775,7.207624316215515
2658510,4,1920.0,1080.0,144.49308111496913,55.13066447351601,891.2594244139743,0.05958610628858024,96.09735013985339,81.00138888888888,46.37714862823486,7.535605311393738
2665460,4,1920.0,1080.0,63.48904019579476,33.81914293921972,668.4032613135178,0.04808449074074074,49.033163339120364,94.41746551890432,30.594347953796387,6.592441558837891
2678830,4,1920.0,1080.0,100.57423454378858,41.56764543022633,886.9148318329266,0.06745177469135802,37.01785288869599,75.18957947530863,31.975996494293213,6.260902047157288
2712380,4,1920.0,1080.0,45.926498119212965,47.240799839712366,1140.9875452958638,0.06670838155864198,55.169246117862656,118.83336986400462,42.23604774475098,6.26013708114624
2714620,4,1920.0,1077.0,117.99330385392959,62.41590487953628,360.3210399944273,0.03644472450147424,87.63515831506699,93.11558467192242,47.80971908569336,6.583234071731567
2718240,4,1920.0,1080.0,129.52587311921297,33.47997493405357,255.56582151773443,0.042659022955246914,77.55744237075618,111.10981288580246,60.33677673339844,4.930373430252075
2744010,4,1920.0,1080.0,135.66770314911264,50.611488010851545,338.39874840896005,0.037856023341049386,42.42813380111882,86.88811065297068,45.866902351379395,6.951117992401123
2760790,4,1920.0,1080.0,101.97344690393518,48.101877493685194,2160.1627393629087,0.09516396604938271,67.81598608699845,141.2848964361497,76.0277271270752,6.22111439704895
2788520,4,1920.0,1080.0,100.24825991030093,46.61830021602184,195.4849443431831,0.01784010898919753,65.83912290219908,102.33796802662039,38.96648406982422,6.973666071891785
2811530,4,1920.0,1080.0,134.5953833912037,54.61476850681225,471.29926407157393,0.042928964120370366,35.55525571469907,101.76638237847223,45.76828098297119,7.229068636894226
2816950,4,1920.0,1080.0,106.23785650559414,42.65735221140593,255.21731388544382,0.03568950135030864,50.99106083622685,161.3829223331404,69.3540563583374,7.184565424919128
2817390,4,1920.0,1080.0,85.13613582658178,72.8818292106733,505.42571206497723,0.05536807966820988,70.11634500385803,63.470891565393515,35.961143493652344,6.709119081497192
2827680,4,1920.0,1080.0,117.46906684027778,38.20764591190726,634.2750295901061,0.06375952449845679,100.00539327739197,104.92403477044752,59.305466651916504,6.345989108085632
2843190,4,1920.0,1080.0,154.85471004533179,40.9689675133232,66.3791811939154,0.024821928047839507,54.125123818479935,51.18225911458333,32.73340559005737,7.073916435241699
2871440,4,1920.0,1080.0,158.69017674575616,48.19834536175085,546.5532871141123,0.045369285300925925,68.69874192226081,54.05727322048611,44.64340877532959,5.926252603530884
2891020,4,1920.0,1080.0,166.53059244791666,50.10969214201877,187.02538587854562,0.015582320601851853,43.86485580632716,96.67267843364196,55.70222187042236,6.2531702518463135
2915380,4,1920.0,1080.0,100.87835274402008,54.19844680818377,881.4330599082882,0.09203812210648148,31.162659384645064,120.61709092881944,46.77878761291504,7.183704614639282
2918500,4,1722.5,1080.0,160.45095998092796,42.769699613400064,12.495147999502704,0.011345849624651419,45.107576004116524,128.79359298590924,66.77401542663574,4.664237082004547
2923390,4,1920.0,1080.0,144.82898919753086,47.82422682158392,715.4450497247793,0.028634982638888886,46.831204065393514,85.02788194444445,63.37528419494629,6.965951204299927
2949320,4,1918.0,1080.0,137.2373682076237,56.723477457646595,560.8243472522693,0.05414808056231414,69.65504926524544,86.91237351793922,50.17157745361328,7.546963214874268
2957700,4,1874.0,1053.5,178.59761051128788,49.403174618542224,282.3593447520262,0.03938040140888889,60.31069153101591,71.28350990459509,68.06631278991699,6.164892911911011
2988300,4,1918.0,1079.75,121.11637121179791,56.65142823302354,358.16210216443153,0.041001450310882495,38.47596179866868,102.83885836840834,48.9227409362793,6.82807719707489
3003460,4,1920.0,1080.0,80.10754075038581,51.43444838963364,479.5614500034394,0.022147593557098767,104.94815502025463,183.66906925154322,69.30616283416748,4.687775611877441
3035120,4,1920.0,1080.0,198.34210780767745,45.146870413784804,346.50325790555917,0.0443919994212963,29.283192033179013,74.63663073881173,40.07795333862305,6.123152494430542
3036010,4,1919.5,1079.5,89.63054566386607,56.98047872168139,989.7616800828646,0.07117141904769764,87.86624454586288,123.7165813332903,64.42843627929688,7.30763852596283
3047750,4,1920.0,1080.0,80.2957731722608,48.94325125331801,499.1023842101611,0.045137442129629626,43.095811873070986,101.3145376398534,32.77456569671631,7.25290846824646
3058360,4,1920.0,1080.0,89.44148148148147,65.38074905393836,455.9299662188802,0.05417016300154322,24.199194637345677,150.55607831790124,49.338396072387695,7.434136152267456
3064030,4,1919.0,1080.0,154.4150672852373,39.9850404419389,307.30381725390276,0.04182299808928261,72.42158000887808,130.14978564742438,71.6865463256836,5.7149070501327515
3069120,4,1920.0,1079.25,172.4508347118218,56.17238214381659,505.7818025513235,0.04885249565301805,42.33611719447234,56.56947493332035,39.53892803192139,7.235748529434204
3097300,4,1920.0,1080.0,56.15518518518519,54.21138551824995,243.09799417844772,0.02148702739197531,24.00256100501543,112.18348042052472,48.92528295516968,5.147102475166321
3115220,4,1920.0,1080.0,93.63579583815586,55.42928887011995,400.8375427694856,0.08280418113425925,22.592697241512344,160.34997214988425,62.04270553588867,7.647176504135132
3124550,4,1920.0,1080.0,116.07318588445216,59.30535688422569,1233.3698089043635,0.0774756462191358,32.94172634548611,90.49486207561729,57.11210918426514,7.634172320365906
3136330,4,1600.0,900.0,107.19449987340857,41.01204448029433,263.6928054973797,0.0541259765625,26.29502483603395,119.82734444323883,57.48246955871582,6.542911171913147
3140120,4,1920.0,1080.0,177.5480655623071,48.872641975885145,279.35873838385544,0.026712480709876547,112.01681459780092,54.48717616705247,37.982165813446045,3.535724848508835
3151380,4,1920.0,1080.0,131.91516408661266,48.665928469857896,1014.8903017895434,0.05813512731481481,27.803133077739197,122.2101112798997,55.464189529418945,7.353502988815308
3177890,4,1920.0,1080.0,108.89789351851852,56.43522939320359,765.2822992331693,0.06749168113425925,35.00179639274691,76.72425588348766,48.791154861450195,7.006457448005676
3180150,4,1920.0,1080.0,125.23621829185957,70.02628208619095,1602.023871281127,0.0832570167824074,72.38545609085648,71.06249638310184,49.46180820465088,7.746051549911499
3204020,4,1920.0,1080.0,90.7323445939429,67.23232709958602,699.0856748730591,0.04142469618055556,40.60778392650463,78.4296012972608,34.5186562538147,6.947510004043579
3208560,4,1920.0,1079.25,38.363485943831115,36.881890860480794,1015.4448118092675,0.0683358492370489,111.92486618478621,166.7208418871453,36.72550058364868,5.317106306552887
3213850,4,1920.0,1080.0,131.97349320023147,63.6346252891227,709.4240060697192,0.038929759837962964,43.0415599681713,64.97383692611884,38.66836357116699,7.173233151435852
3218530,4,1920.0,1080.0,81.78854564525463,53.23228793104442,1179.3696073910994,0.05794379340277779,27.067499638310185,122.02233446662808,40.78363513946533,7.252233505249023
3265070,4,1920.0,1080.0,118.30653983410494,41.093279264098186,943.4827438797098,0.09621346932870371,64.73441514756945,95.07936053240742,51.91943168640137,7.284266948699951
3266090,4,1920.0,1079.0,96.49412807479919,69.34121814107866,676.8010446417788,0.028107140098856967,45.937207725131294,83.9395858675085,54.888370513916016,5.931537389755249
3327470,4,1920.0,1080.0,90.80447048611111,62.293250335576026,449.6510795131417,0.027564742476851853,76.13357675057871,52.682608386381176,32.657795906066895,6.935532450675964
3355800,4,1920.0,1080.0,105.9021487991898,59.038921893643746,1243.907786136975,0.06960153838734569,72.80330873842593,116.41698989679784,58.51301193237305,7.189338564872742
3362960,4,1920.0,1080.0,156.9112754388503,48.09130592091813,245.54494876521642,0.03504448784722222,62.226756847993826,97.27572591145832,60.0552978515625,7.166773796081543
3363270,4,1920.0,1080.0,112.5264237316744,58.5432042465028,1119.2600299011337,0.047210286458333334,77.5601749373071,159.85375880111883,82.46358108520508,6.796903729438782
3370870,4,1920.0,1080.0,101.18436631944445,58.83001671583902,562.9352108928213,0.03141191647376543,86.29306761188272,198.19891963252314,109.03328895568848,7.193686604499817
3399960,4,1920.0,1080.0,160.6826724054784,42.896362455521654,963.0666975484639,0.03091399016203704,84.94664098668981,105.31169053819443,61.91923522949219,5.341692328453064
3404470,4,1920.0,1080.0,151.844686173804,55.04852920203501,750.5483978302581,0.06064151716820987,63.27405008198303,85.15427722318674,59.57470512390137,6.536278963088989
3422270,4,1920.0,1080.0,83.94284975405093,37.297433565698114,407.1353385248169,0.020021580825617284,35.41095257040895,139.70749083719136,51.16021728515625,6.417751669883728
3483740,4,1920.0,1080.0,89.54631980613425,51.59650015325816,580.6936753267191,0.03872974537037037,72.71439863040123,99.26520628375772,44.29183101654053,6.713312268257141
3496000,4,1920.0,1079.25,151.65073353666625,45.52231431424008,737.3400913901238,0.05854315711474817,70.01558862352455,121.85297731826076,80.07620239257812,7.403125762939453
3511030,4,1920.0,1080.0,182.72319866415896,66.77056454655389,1792.7652829135993,0.05410192418981481,40.545665147569444,51.61464891975309,51.82172203063965,5.740394353866577
3521410,4,1920.0,1080.0,164.11407238618824,59.95781990265377,997.5484245134592,0.06805362654320987,33.422483482831794,128.39633270640434,75.3226089477539,6.288988351821899
3558400,4,1920.0,1080.0,70.3566808931327,48.28898490594902,94.0987557488581,0.01240306712962963,107.80055881076389,145.52038061824845,50.892045974731445,6.613235950469971
3606830,4,1920.0,1080.0,209.48516107253087,72.79170390144907,1488.0571311740073,0.04902548707561728,0.3560044126157408,0.08779236593364198,0.3025955781340599,4.740122437477112
3609750,4,1920.0,1080.0,210.22323652102622,48.64825242572388,1098.1014200786283,0.05687029803240741,65.7718337673611,39.71903489101081,33.934492111206055,4.888237535953522
3613270,4,1920.0,1080.0,75.22670319733797,52.38704711589127,450.2685739587258,0.04735206886574074,62.375090784143524,77.82646785783179,51.49514102935791,7.1242676973342896
3618390,4,1916.5,1080.0,84.51948023212718,59.826130353617486,2039.4280801865407,0.04725678592841158,54.65521387532204,108.51220435823703,55.248854637145996,4.958855986595154
3651310,4,1920.0,1080.0,178.88891613618827,32.73790908244105,805.8326695786769,0.067724609375,32.474380907600306,82.45602442611883,43.797258377075195,4.403426349163055
3659410,4,1920.0,1080.0,127.10789231288581,46.811509162083254,1667.6474188837321,0.0983690200617284,71.9400301408179,186.0307982494213,126.7600212097168,7.053596258163452
3694480,4,1920.0,1080.0,160.67256124614198,42.534083588642495,829.3950871347815,0.02945023148148148,57.97304699556327,28.669905478395066,32.83701753616333,5.478596568107605
3769130,4,1920.0,1080.0,53.586497395833334,44.92773089594246,1398.2906701444992,0.06082935474537037,74.28240596064815,127.43681616512345,61.77171039581299,6.680299639701843
3981100,4,1920.0,1080.0,114.52205680941358,33.22810314762287,704.1642076923767,0.08551203221450618,31.05119442033179,154.13135235821758,80.19888877868652,6.962936520576477
4015530,4,1920.0,1080.0,105.45543065200619,53.24506740013277,181.3074326805387,0.026068672839506174,43.728257137345686,130.9304412615741,52.18336486816406,4.896063327789307
4030290,4,1920.0,1080.0,128.70819685570987,59.51778181501926,1173.9851325882603,0.07396195023148149,64.85223210841049,113.85969039351852,77.07943153381348,7.562627911567688
4067130,4,1920.0,1080.0,53.542461902006174,46.871677595650304,213.54978153158186,0.007239945023148148,104.3763811728395,179.50738208912037,33.68799018859863,6.914648652076721
