appid,type,name,is_free,release_coming_soon,release_date_text,price_currency,price_initial,price_final,price_discount_pct,platform_windows,platform_mac,platform_linux,categories,genres,supported_languages,pc_minimum,pc_recommended,header_image,screenshots_count,movies_count
3035120,game,Is This Seat Taken?,False,False,"Aug 7, 2025",USD,999,999,0,True,True,True,Single-player|Steam Achievements|Full controller support|Steam Trading Cards|Camera Comfort|Color Alternatives|Custom Volume Controls|Keyboard Only Option|Mouse Only Option|Playable without Timed Input|Touch Only Option|Steam Cloud|Family Sharing,Casual|Indie,"English, Spanish - Spain, Catalan, French, Japanese, Russian, Simplified Chinese, German, Turkish, Polish, Portuguese - Brazil, Italian, Czech, Dutch, Korean, Portuguese - Portugal, Thai, Traditional Chinese, Ukrainian","<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Windows 10 and Windows 11<br></li><li><strong>Processor:</strong> 1.8 GHz or faster processor<br></li><li><strong>Memory:</strong> 8 GB RAM<br></li><li><strong>Graphics:</strong> Direct X 11.0 compatible video card<br></li><li><strong>DirectX:</strong> Version 11<br></li><li><strong>Storage:</strong> 300 MB available space<br></li><li><strong>Sound Card:</strong> Any</li></ul>","<strong>Recommended:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Windows 10 and Windows 11<br></li><li><strong>Processor:</strong> 2.8 GHz or faster processor<br></li><li><strong>Memory:</strong> 8 GB RAM<br></li><li><strong>Graphics:</strong> Direct X 11.0 compatible video card<br></li><li><strong>DirectX:</strong> Version 11<br></li><li><strong>Storage:</strong> 500 MB available space<br></li><li><strong>Sound Card:</strong> Any</li></ul>",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3035120/header.jpg?t=1770714429,7,2
1136380,game,Ultimate Fishing® Simulator 2,False,False,"May 9, 2025",USD,1999,1999,0,True,False,False,Single-player|Multi-player|PvP|Online PvP|Co-op|Online Co-op|Full controller support|Custom Volume Controls|Adjustable Difficulty|Playable without Timed Input|Steam Cloud|Family Sharing,Simulation|Sports,"English<strong>*</strong>, Simplified Chinese, Polish, Russian, Turkish, Ukrainian, French, Italian, German, Spanish - Spain, Dutch, Japanese, Portuguese - Brazil, Korean<br><strong>*</strong>languages with full audio support","<strong>Minimum:</strong><br><ul class=""bb_ul""><li>Requires a 64-bit processor and operating system<br></li><li><strong>OS:</strong> Windows 10 64-bit<br></li><li><strong>Processor:</strong> Intel Core i3-6100 or equivalent<br></li><li><strong>Memory:</strong> 8 GB RAM<br></li><li><strong>Graphics:</strong> NVidia GeForce RTX 1060 or equivalent<br></li><li><strong>DirectX:</strong> Version 11<br></li><li><strong>Storage:</strong> 10 GB available space<br></li><li><strong>Sound Card:</strong> DirectX compatible</li></ul>","<strong>Recommended:</strong><br><ul class=""bb_ul""><li>Requires a 64-bit processor and operating system<br></li><li><strong>OS:</strong> Windows 11 64-bit<br></li><li><strong>Processor:</strong> Intel Core i5-8400 or equivalent<br></li><li><strong>Memory:</strong> 16 GB RAM<br></li><li><strong>Graphics:</strong> NVidia GeForce RTX 3060 or equivalent<br></li><li><strong>DirectX:</strong> Version 11<br></li><li><strong>Storage:</strong> 10 GB available space<br></li><li><strong>Sound Card:</strong> DirectX compatible</li></ul>",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1136380/header.jpg?t=1770403924,27,1
2658510,game,Animal Shelter 2,False,False,"Jul 23, 2025",USD,2499,1674,33,True,False,False,Single-player|Multi-player|Co-op|Online Co-op|Steam Achievements|Full controller support|Custom Volume Controls|Save Anytime|Stereo Sound|Surround Sound|Steam Cloud|Family Sharing,Adventure|Casual|Indie|Simulation,"English<strong>*</strong>, French, Italian, German, Spanish - Spain, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese, Turkish<br><strong>*</strong>languages with full audio support","<strong>Minimum:</strong><br><ul class=""bb_ul""><li>Requires a 64-bit processor and operating system<br></li><li><strong>OS:</strong> Windows 10 64 Bit<br></li><li><strong>Processor:</strong> Intel Core i3-4130 / AMD Ryzen 3 1200<br></li><li><strong>Memory:</strong> 8 GB RAM<br></li><li><strong>Graphics:</strong> NVidia GeForce GTX 960 / Radeon R9 280X<br></li><li><strong>DirectX:</strong> Version 11<br></li><li><strong>Storage:</strong> 18 GB available space</li></ul>","<strong>Recommended:</strong><br><ul class=""bb_ul""><li>Requires a 64-bit processor and operating system<br></li><li><strong>OS:</strong> Windows 10 64 Bit<br></li><li><strong>Processor:</strong> Intel Core i5-8600K / AMD Ryzen 5 3600<br></li><li><strong>Memory:</strong> 16 GB RAM<br></li><li><strong>Graphics:</strong> NVidia GeForce GTX 1070 / AMD Radeon RX 590<br></li><li><strong>DirectX:</strong> Version 11<br></li><li><strong>Storage:</strong> 18 GB available space<br></li><li><strong>Additional Notes:</strong> Recommend installation on an SSD drive</li></ul>",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2658510/83fe75c6fb5dc3a0db115cbb74cdde29b47d996b/header.jpg?t=1770905517,19,5
1313290,game,Let Them Trade,False,False,"Jul 24, 2025",USD,1799,1799,0,True,False,False,Single-player|Steam Achievements|Steam Workshop|Includes level editor|Family Sharing,Indie|Simulation|Strategy,"English, German, Japanese, Simplified Chinese, Traditional Chinese, Korean, French, Portuguese - Brazil, Spanish - Spain","<strong>Minimum:</strong><br><ul class=""bb_ul""><li>Requires a 64-bit processor and operating system<br></li><li><strong>OS:</strong> Windows® 10 Home 64 Bit<br></li><li><strong>Processor:</strong> Intel® Core™ i5-2500K or AMD® Ryzen™ 5 1600X<br></li><li><strong>Memory:</strong> 8 GB RAM<br></li><li><strong>Graphics:</strong> nVidia 1660 or RX Vega 56<br></li><li><strong>DirectX:</strong> Version 12<br></li><li><strong>Storage:</strong> 4 GB available space<br></li><li><strong>Additional Notes:</strong> 1080p (30FPS)</li></ul>","<strong>Recommended:</strong><br><ul class=""bb_ul""><li>Requires a 64-bit processor and operating system<br></li><li><strong>OS:</strong> Windows® 10 Home 64 Bit or Windows® 11<br></li><li><strong>Processor:</strong> Intel® Core™ i7-9700K or AMD® Ryzen™ 5 5600X<br></li><li><strong>Memory:</strong> 16 GB RAM<br></li><li><strong>Graphics:</strong> nVidia RTX 3070 TI or RX 6750 XT<br></li><li><strong>DirectX:</strong> Version 12<br></li><li><strong>Storage:</strong> 4 GB available space</li></ul>",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1313290/03febd9b7c531a5a685fc46c0f06a6f249a2e273/header.jpg?t=1770215306,17,3
2788520,game,Cozy Caravan,False,False,"Jan 7, 2026",USD,1999,1999,0,True,False,False,Single-player|Partial Controller Support|Steam Cloud|Family Sharing,Adventure|Casual|Indie,"English, French, Italian, German, Spanish - Spain, Arabic, Dutch, Japanese, Korean, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese, Turkish","<strong>Minimum:</strong><br><ul class=""bb_ul""><li>Requires a 64-bit processor and operating system<br></li><li><strong>OS:</strong> Windows 10/11 (64 bit)<br></li><li><strong>Processor:</strong> 2.4ghz Intel Core 2 Duo or equivalent<br></li><li><strong>Memory:</strong> 4 GB RAM<br></li><li><strong>Graphics:</strong> Intel HD Graphics 4600, NVIDIA GeForce GTX 630, Radeon HD 5670<br></li><li><strong>DirectX:</strong> Version 11<br></li><li><strong>Storage:</strong> 4 GB available space</li></ul>","<strong>Recommended:</strong><br><ul class=""bb_ul""><li>Requires a 64-bit processor and operating system<br></li><li><strong>OS:</strong> Windows 10/11 (64 bit)<br></li><li><strong>Processor:</strong> 2.66GHz Intel Core i7<br></li><li><strong>Memory:</strong> 8 GB RAM<br></li><li><strong>Graphics:</strong> Intel HD Graphics 5200, NVIDIA GeForce GTX 750, Radeon HD 7800<br></li><li><strong>DirectX:</strong> Version 11<br></li><li><strong>Storage:</strong> 4 GB available space</li></ul>",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2788520/ca675edc5114be56c5737dce46211a786a5cc68c/header.jpg?t=1767858782,7,3
1296400,game,Architect Life: A House Design Simulator,False,False,"Jun 19, 2025",USD,2999,1199,60,True,False,False,Single-player|Steam Achievements|Full controller support|Steam Cloud|Family Sharing,Indie|Simulation,"English, French, German, Spanish - Spain, Japanese, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Dutch, Italian, Traditional Chinese, Korean","<strong>Minimum:</strong><br><ul class=""bb_ul""><li>Requires a 64-bit processor and operating system<br></li><li><strong>OS:</strong> Windows 10 64 bits<br></li><li><strong>Processor:</strong> Intel Core i5-3470 or AMD Ryzen 3 1300X<br></li><li><strong>Memory:</strong> 8 GB RAM<br></li><li><strong>Graphics:</strong> NVIDIA GeForce GTX 1050, 2 GB or AMD Radeon R9 270X, 2 GB or Intel Arc A380, 6 GB<br></li><li><strong>DirectX:</strong> Version 11<br></li><li><strong>Storage:</strong> 11 GB available space</li></ul>","<strong>Recommended:</strong><br><ul class=""bb_ul""><li>Requires a 64-bit processor and operating system<br></li><li><strong>OS:</strong> Windows 10 64 bits<br></li><li><strong>Processor:</strong> Intel Core i5-8400 or AMD Ryzen 5 1600<br></li><li><strong>Memory:</strong> 8 GB RAM<br></li><li><strong>Graphics:</strong> NVIDIA GeForce RTX 3080 Ti, 12 GB or AMD Radeon RX 7900 XT, 20 GB or Intel Arc A580, 12 GB<br></li><li><strong>DirectX:</strong> Version 11<br></li><li><strong>Storage:</strong> 11 GB available space</li></ul>",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1296400/header.jpg?t=1764149745,9,2
832360,game,Hotel Magnate,False,False,"Sep 23, 2025",USD,1999,1999,0,True,True,True,Single-player|Steam Achievements|Steam Workshop|Steam Cloud|Family Sharing,Casual|Indie|Simulation|Strategy,"English<strong>*</strong>, German, French, Dutch, Portuguese - Brazil, Spanish - Spain<br><strong>*</strong>languages with full audio support","<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS *:</strong> Microsoft Windows 7/8/8.1/10 (64-bit)<br></li><li><strong>Processor:</strong> 2.4 GHz Dual Core Processor<br></li><li><strong>Memory:</strong> 8 GB RAM<br></li><li><strong>Graphics:</strong> NVIDIA GeForce GTX 770 (2GB) / AMD Radeon R9 270X (2GB)<br></li><li><strong>DirectX:</strong> Version 11<br></li><li><strong>Storage:</strong> 2 GB available space</li></ul>",,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/832360/1548c16fc16757beacb95c31d33619f7112f5555/header.jpg?t=1759765047,14,3
3265070,game,City Tales - Medieval Era,False,False,"Jan 29, 2026",USD,2299,2299,0,True,False,False,Single-player|Steam Achievements|Steam Cloud|Family Sharing,Indie|Simulation,"English<strong>*</strong>, French, German, Russian, Simplified Chinese, Ukrainian, Spanish - Spain<br><strong>*</strong>languages with full audio support","<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Windows 10/11<br></li><li><strong>Processor:</strong> Ryzen 3 1300X/Intel Core i3 9100<br></li><li><strong>Memory:</strong> 8 GB RAM<br></li><li><strong>Graphics:</strong> AMD Radeon RX 470 / Nvidia GeForce GTX 960<br></li><li><strong>DirectX:</strong> Version 11<br></li><li><strong>Storage:</strong> 12 GB available space</li></ul>","<strong>Recommended:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Windows 10/11<br></li><li><strong>Processor:</strong> Ryzen 5 1600X / Intel Core i5 8400<br></li><li><strong>Memory:</strong> 16 GB RAM<br></li><li><strong>Graphics:</strong> AMD Radeon RX 580 / Nvidia GeForce GTX 1060<br></li><li><strong>DirectX:</strong> Version 12<br></li><li><strong>Storage:</strong> 16 GB available space</li></ul>",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3265070/de99846418ee6c750bcd465a1cad75320bb9f91f/header.jpg?t=1770715718,13,2
3047750,game,Herdling,False,False,"Aug 21, 2025",USD,2499,1749,30,True,False,False,Single-player|Steam Achievements|Full controller support|Steam Cloud|Family Sharing,Adventure|Casual|Indie,"English, French, Italian, German, Spanish - Spain, Arabic, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Spanish - Latin America, Traditional Chinese, Turkish","<strong>Minimum:</strong><br><ul class=""bb_ul""><li>Requires a 64-bit processor and operating system<br></li><li><strong>OS:</strong> Windows 10<br></li><li><strong>Processor:</strong> Intel Core i5-3470 or AMD Ryzen 3 1200<br></li><li><strong>Memory:</strong> 8 GB RAM<br></li><li><strong>Graphics:</strong> NVIDIA GeForce GTX 750, 2GB or AMD Radeon HD 7850, 2GB or Intel Arc A310 LP, 4GB</li></ul>","<strong>Recommended:</strong><br><ul class=""bb_ul""><li>Requires a 64-bit processor and operating system<br></li><li><strong>OS:</strong> Windows 11<br></li><li><strong>Processor:</strong> Intel Core i5-8600K or AMD Ryzen 3 3100<br></li><li><strong>Memory:</strong> 12 GB RAM<br></li><li><strong>Graphics:</strong> NVIDIA GeForce GTX 980, 4GB or AMD Radeon RX 5600 XT, 6GB or Intel Arc A580, 8GB<br></li><li><strong>Storage:</strong> TBD MB available space</li></ul>",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3047750/header.jpg?t=1769095048,10,3
2094910,game,Pile Up!,False,False,"Jul 23, 2025",USD,999,999,0,True,False,False,Single-player|Steam Achievements|Color Alternatives|Custom Volume Controls|Adjustable Difficulty|Mouse Only Option|Playable without Timed Input|Stereo Sound|Family Sharing,Casual|Indie|Strategy,"English, Japanese, Korean, Portuguese - Brazil, Simplified Chinese, Turkish, French, German, Spanish - Spain, Portuguese - Portugal, Russian, Traditional Chinese","<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Windows 10<br></li><li><strong>Processor:</strong> Intel Core i5-8265U or AMD Equivalent<br></li><li><strong>Memory:</strong> 8 GB RAM<br></li><li><strong>Graphics:</strong> Nvidia GTX 1050 or AMD Equivalent<br></li><li><strong>Storage:</strong> 600 MB available space</li></ul>","<strong>Recommended:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Windows 10<br></li><li><strong>Processor:</strong> Intel Core i5-10300H or AMD Equivalent<br></li><li><strong>Memory:</strong> 8 GB RAM<br></li><li><strong>Graphics:</strong> Nvidia GTX1650 or AMD Equivalent<br></li><li><strong>Storage:</strong> 600 MB available space</li></ul>",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2094910/a520ca294c6fd14dd8f8bb148c2e168ff52bb958/header.jpg?t=1769074836,10,3
2487150,game,Deconstruction Simulator,False,False,"Sep 23, 2025",USD,1999,1999,0,True,False,False,Single-player|Steam Achievements|Full controller support|Steam Cloud|Family Sharing,Casual|Indie|Simulation,"English<strong>*</strong>, French, Italian, German, Spanish - Spain, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese, Turkish<br><strong>*</strong>languages with full audio support","<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Windows 10 64bit<br></li><li><strong>Processor:</strong> Intel Core i5 8500 / AMD Ryzen 5 3600<br></li><li><strong>Memory:</strong> 16 GB RAM<br></li><li><strong>Graphics:</strong> NVIDIA GeForce RTX 2060 8 GB / AMD Radeon RX 5700 8 GB / Intel Arc A580 8 GB<br></li><li><strong>DirectX:</strong> Version 11<br></li><li><strong>Storage:</strong> 10 GB available space<br></li><li><strong>Additional Notes:</strong> Recommended installation on an SSD drive; Valid for Low Settings, 1080p, 30fps</li></ul>","<strong>Recommended:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Windows 10 64bit or newer<br></li><li><strong>Processor:</strong> Intel Core i5 11600k / AMD Ryzen 5 5600X<br></li><li><strong>Memory:</strong> 32 GB RAM<br></li><li><strong>Graphics:</strong> NVIDIA GeForce RTX 3070 8 GB / AMD Radeon RX 6700 XT 12 GB / Intel Arc B580 12 GB<br></li><li><strong>DirectX:</strong> Version 11<br></li><li><strong>Storage:</strong> 10 GB available space<br></li><li><strong>Additional Notes:</strong> Recommend installation on an SSD drive</li></ul>",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2487150/18195a111799001b88980b344311c2e8eca28bb1/header.jpg?t=1768654552,20,2
1429880,game,Little Sim World,False,False,"May 1, 2025",USD,2499,2499,0,True,True,False,Single-player|Multi-player|Co-op|Online Co-op|Cross-Platform Multiplayer|Steam Achievements|Adjustable Text Size|Camera Comfort|Custom Volume Controls|Mouse Only Option|Playable without Timed Input|Touch Only Option|Partial Controller Support|Steam Cloud|Remote Play on Tablet|Family Sharing,Adventure|Casual|Indie|RPG|Simulation|Early Access,"English<strong>*</strong>, Spanish - Latin America<strong>*</strong>, Simplified Chinese<strong>*</strong>, Portuguese - Brazil<strong>*</strong>, German<strong>*</strong>, French<strong>*</strong>, Russian<strong>*</strong><br><strong>*</strong>languages with full audio support","<strong>Minimum:</strong><br><ul class=""bb_ul""><li>Requires a 64-bit processor and operating system<br></li><li><strong>OS:</strong> Windows 10 (64-bit)<br></li><li><strong>Processor:</strong> AMD Ryzen 5 2600, Intel Core i5-8400<br></li><li><strong>Memory:</strong> 8 GB RAM<br></li><li><strong>Graphics:</strong> AMD Radeon RX 570, NVIDIA GTX 1650<br></li><li><strong>DirectX:</strong> Version 10<br></li><li><strong>Storage:</strong> 8 GB available space</li></ul>","<strong>Recommended:</strong><br><ul class=""bb_ul""><li>Requires a 64-bit processor and operating system<br></li><li><strong>OS:</strong> Windows 11 (64-bit)<br></li><li><strong>Processor:</strong> AMD Ryzen 5 5600X, Intel Core i5-12400<br></li><li><strong>Memory:</strong> 16 GB RAM<br></li><li><strong>Graphics:</strong> AMD Radeon RX 6600 XT, NVIDIA RTX 3060<br></li><li><strong>DirectX:</strong> Version 10<br></li><li><strong>Storage:</strong> 8 GB available space</li></ul>",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1429880/347bd96d4644b3dbf8711c6ce3b174dad2a1b0fb/header.jpg?t=1767008961,14,3
3404470,game,Maltese's Fluffy Onsen,False,False,"May 13, 2025",USD,599,599,0,True,True,False,Single-player|Steam Achievements|Steam Cloud|Family Sharing,Casual|Indie|Simulation,"English, Japanese, Simplified Chinese, Traditional Chinese, Korean, French, Italian, German, Spanish - Spain, Polish, Portuguese - Brazil, Russian, Turkish","<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Windows 10<br></li><li><strong>Processor:</strong> Intel® Core™ i3 @ 3.2 GHZ<br></li><li><strong>Memory:</strong> 4 GB RAM<br></li><li><strong>Graphics:</strong> Graphics card with DX9<br></li><li><strong>DirectX:</strong> Version 9.0<br></li><li><strong>Storage:</strong> 256 MB available space</li></ul>",,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3404470/544fb1d5c251f5b9a8e2b3c1e07333e2de1083c9/header.jpg?t=1770951398,6,3
3069120,game,Love Curse: Find Your Soulmate,False,False,"Apr 19, 2025",USD,1299,1299,0,True,True,False,Single-player|Steam Achievements|Family Sharing,RPG,"Simplified Chinese<strong>*</strong>, English<br><strong>*</strong>languages with full audio support","<strong>Minimum:</strong><br><ul class=""bb_ul""><li>Requires a 64-bit processor and operating system<br></li><li><strong>OS:</strong> Windows 10<br></li><li><strong>Processor:</strong> 2.0 Ghz 64-bit Intel-compatible<br></li><li><strong>Memory:</strong> 1 GB RAM<br></li><li><strong>Graphics:</strong> OpenGL 3.0 or DirectX 11.<br></li><li><strong>DirectX:</strong> Version 11<br></li><li><strong>Storage:</strong> 2 GB available space</li></ul>","<strong>Recommended:</strong><br><ul class=""bb_ul""><li>Requires a 64-bit processor and operating system</li></ul>",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3069120/header.jpg?t=1768792135,5,1
3558400,game,Backseat Drivers,False,False,"Oct 9, 2025",USD,999,799,20,True,False,False,Multi-player|Co-op|Online Co-op|Steam Achievements|Full controller support|Camera Comfort|Custom Volume Controls|Playable without Timed Input|Stereo Sound|Steam Cloud|Steam Leaderboards|Family Sharing,Casual|Indie|Racing|Simulation,"English<strong>*</strong>, French, Italian, German, Spanish - Spain, Arabic, Bulgarian, Czech, Danish, Dutch, Finnish, Greek, Hungarian, Indonesian, Japanese, Korean, Norwegian, Polish, Portuguese - Brazil, Portuguese - Portugal, Romanian, Russian, Simplified Chinese, Spanish - Latin America, Swedish, Thai, Traditional Chinese, Turkish, Ukrainian, Vietnamese<br><strong>*</strong>languages with full audio support","<strong>Minimum:</strong><br><ul class=""bb_ul""><li>Requires a 64-bit processor and operating system<br></li><li><strong>OS:</strong> Windows 10 64-bit<br></li><li><strong>Processor:</strong> Quad-core CPU or equivalent<br></li><li><strong>Memory:</strong> 4 GB RAM<br></li><li><strong>Graphics:</strong> DirectX 11 compatible with at least 2GB VRAM<br></li><li><strong>DirectX:</strong> Version 11<br></li><li><strong>Network:</strong> Broadband Internet connection<br></li><li><strong>Storage:</strong> 2 GB available space</li></ul>","<strong>Recommended:</strong><br><ul class=""bb_ul""><li>Requires a 64-bit processor and operating system<br></li><li><strong>OS:</strong> Windows 10 64-bit<br></li><li><strong>Processor:</strong> Six-core CPU or equivalent<br></li><li><strong>Memory:</strong> 8 GB RAM<br></li><li><strong>Graphics:</strong> DirectX 12 compatible with at least 4GB VRAM<br></li><li><strong>DirectX:</strong> Version 12<br></li><li><strong>Network:</strong> Broadband Internet connection<br></li><li><strong>Storage:</strong> 3 GB available space</li></ul>",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3558400/2dc867af11f5ed2794aa5566ff9f5a0cb8efd978/header.jpg?t=1771367610,8,5
2212670,game,MakeRoom,False,False,"Aug 7, 2025",USD,999,999,0,True,False,False,Single-player|Steam Achievements|Full controller support|Steam Workshop|Adjustable Text Size|Camera Comfort|Custom Volume Controls|Mouse Only Option|Save Anytime|Touch Only Option|Family Sharing,Casual|Indie|Simulation,"English, Dutch","<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS *:</strong> Windows 7 (SP1+)<br></li><li><strong>Processor:</strong> X86, X64 architecture with SSE2 instruction set support<br></li><li><strong>Memory:</strong> 1 GB RAM<br></li><li><strong>Graphics:</strong> NVIDIA GeForce 450 or higher with 1GB Memory<br></li><li><strong>DirectX:</strong> Version 10<br></li><li><strong>Storage:</strong> 100 MB available space</li></ul>","<strong>Recommended:</strong><br><ul class=""bb_ul""><li><strong>OS *:</strong> Windows 7 (SP1+)<br></li><li><strong>Processor:</strong> X86, X64 architecture with SSE2 instruction set support<br></li><li><strong>Memory:</strong> 1 GB RAM<br></li><li><strong>Graphics:</strong> NVIDIA GeForce 450 or higher with 1GB Memory<br></li><li><strong>DirectX:</strong> Version 10<br></li><li><strong>Storage:</strong> 100 MB available space</li></ul>",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2212670/228d1445433d45248e40abb0e402a6934199d569/header.jpg?t=1769068177,12,1
3151380,game,Small Spaces,False,False,"May 27, 2025",USD,1299,974,25,True,False,False,Single-player|Family Sharing,Casual|Simulation|Early Access,"English, French, Italian, German, Japanese, Korean, Portuguese - Brazil, Simplified Chinese, Spanish - Spain","<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Windows 10 64-bit<br></li><li><strong>Processor:</strong> Intel Core i3-8100 or AMD Ryzen 3<br></li><li><strong>Memory:</strong> 8 GB RAM<br></li><li><strong>Graphics:</strong> NVIDIA GeForce GTX 1080 or AMD Radeon RX Vega 64<br></li><li><strong>DirectX:</strong> Version 12<br></li><li><strong>Storage:</strong> 10 GB available space<br></li><li><strong>Sound Card:</strong> Yes</li></ul>","<strong>Recommended:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Windows 10 64-bit<br></li><li><strong>Processor:</strong> Intel Core i5-8600 or AMD Ryzen 5 3600<br></li><li><strong>Memory:</strong> 16 GB RAM<br></li><li><strong>Graphics:</strong> NVIDIA GeForce RTX 2060 or AMD Radeon RX 5600<br></li><li><strong>DirectX:</strong> Version 12<br></li><li><strong>Storage:</strong> 10 GB available space<br></li><li><strong>Sound Card:</strong> Yes</li></ul>",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3151380/da188a0c61d5abc8831acc30c9ca4e217ffc30f9/header.jpg?t=1770986701,14,1
2240080,game,Spilled!,False,False,"Mar 26, 2025",USD,599,599,0,True,True,False,Single-player|Steam Achievements|Full controller support|Family Sharing,Adventure|Casual|Indie|Simulation|Free To Play,"English<strong>*</strong>, French<strong>*</strong>, Italian<strong>*</strong>, German<strong>*</strong>, Spanish - Spain<strong>*</strong>, Arabic<strong>*</strong>, Czech<strong>*</strong>, Danish<strong>*</strong>, Dutch<strong>*</strong>, Greek<strong>*</strong>, Japanese<strong>*</strong>, Korean<strong>*</strong>, Norwegian<strong>*</strong>, Polish<strong>*</strong>, Russian<strong>*</strong>, Simplified Chinese<strong>*</strong>, Swedish<strong>*</strong>, Turkish<strong>*</strong>, Ukrainian<strong>*</strong>, Catalan<strong>*</strong>, Hebrew<strong>*</strong>, Welsh<strong>*</strong>, Portuguese - Brazil<strong>*</strong><br><strong>*</strong>languages with full audio support","<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Windows 10 and Windows 11<br></li><li><strong>Processor:</strong> X64 architecture<br></li><li><strong>Memory:</strong> 8 GB RAM<br></li><li><strong>Graphics:</strong> Intel Graphics 4400 or better<br></li><li><strong>Storage:</strong> 1 GB available space<br></li><li><strong>Sound Card:</strong> sure</li></ul>","<strong>Recommended:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Windows 10 and Windows 11<br></li><li><strong>Processor:</strong> X64 architecture<br></li><li><strong>Memory:</strong> 8 GB RAM<br></li><li><strong>Graphics:</strong> NVIDIA GeForce GTX 1050 / AMD RX 570<br></li><li><strong>Storage:</strong> 1 GB available space<br></li><li><strong>Sound Card:</strong> sure</li></ul>",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2240080/header.jpg?t=1750688351,7,1
2286780,game,Aeruta,False,False,"Nov 5, 2025",USD,1999,1999,0,True,False,False,Single-player|Steam Achievements|Full controller support|Steam Trading Cards|Steam Cloud|Family Sharing,Action|Adventure|Indie|RPG,"Traditional Chinese, English, Japanese, Korean, Simplified Chinese","<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Windows 11<br></li><li><strong>Processor:</strong> 2.8Ghz<br></li><li><strong>Memory:</strong> 4 GB RAM<br></li><li><strong>Graphics:</strong> 512mb Video Memory, Shader Model 2.0+<br></li><li><strong>Storage:</strong> 4 GB available space</li></ul>",,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2286780/1d52425b6de6f041333b75db6a8d636a57b45841/header.jpg?t=1771932704,10,2
