appid,success,tags
1260320,True,"{""Multiplayer"": 786, ""Funny"": 734, ""Casual"": 732, ""Cute"": 622, ""Party Game"": 529, ""Co-op"": 462, ""Fighting"": 457, ""Action"": 454, ""PvP"": 440, ""Party"": 392, ""Online Co-Op"": 386, ""Family Friendly"": 379, ""Local Multiplayer"": 373, ""Physics"": 358, ""4 Player Local"": 356, ""3D Fighter"": 351, ""Local Co-Op"": 339, ""Team-Based"": 325, ""Indie"": 322, ""Action-Adventure"": 317}"
648800,True,"{""Survival"": 4685, ""Multiplayer"": 4105, ""Open World Survival Craft"": 3967, ""Co-op"": 3412, ""Crafting"": 2608, ""Open World"": 2316, ""Building"": 2183, ""Base-Building"": 1980, ""Online Co-Op"": 1845, ""Adventure"": 1607, ""Sandbox"": 1438, ""First-Person"": 947, ""Singleplayer"": 838, ""Underwater"": 739, ""Simulation"": 668, ""Early Access"": 652, ""Action"": 579, ""Indie"": 543, ""Strategy"": 481, ""Massively Multiplayer"": 349}"
264710,True,"{""Open World Survival Craft"": 7589, ""Survival"": 7539, ""Horror"": 6699, ""Open World"": 6299, ""Underwater"": 6294, ""Exploration"": 6166, ""Crafting"": 5224, ""Base-Building"": 5067, ""Singleplayer"": 4975, ""Adventure"": 4239, ""First-Person"": 4198, ""Sci-fi"": 3543, ""Multiplayer"": 3132, ""Sandbox"": 3058, ""Atmospheric"": 3045, ""Aliens"": 3035, ""Survival Horror"": 2917, ""VR"": 2862, ""Action"": 2792, ""Indie"": 2784}"
294100,True,"{""Colony Sim"": 4108, ""Base-Building"": 3972, ""Survival"": 3543, ""Strategy"": 2805, ""Sandbox"": 2770, ""Management"": 2649, ""Building"": 2105, ""Simulation"": 1865, ""Moddable"": 1594, ""Singleplayer"": 1594, ""City Builder"": 1561, ""Open World"": 1557, ""Procedural Generation"": 1478, ""2D"": 1466, ""Sci-fi"": 1365, ""Indie"": 1336, ""Space"": 1306, ""Tactical RPG"": 1291, ""Cartoony"": 1187, ""Western"": 1181}"
477160,True,"{""Co-op"": 2132, ""Funny"": 1998, ""Puzzle"": 1959, ""Adventure"": 1920, ""Physics"": 1901, ""Multiplayer"": 1863, ""Sandbox"": 1857, ""Puzzle-Platformer"": 1846, ""Action"": 1838, ""Open World"": 1832, ""Local Co-Op"": 753, ""Indie"": 675, ""Local Multiplayer"": 636, ""Comedy"": 616, ""Parkour"": 598, ""Casual"": 426, ""Split Screen"": 391, ""Singleplayer"": 365, ""3D Platformer"": 365, ""Simulation"": 276}"
361420,True,"{""Multiplayer"": 2970, ""Open World"": 2945, ""Open World Survival Craft"": 2942, ""Survival"": 2894, ""Space"": 2890, ""Exploration"": 2495, ""Base-Building"": 2242, ""Co-op"": 2158, ""Sandbox"": 2102, ""Adventure"": 1811, ""Building"": 1767, ""Crafting"": 1713, ""Sci-fi"": 1197, ""Automation"": 1147, ""Singleplayer"": 1075, ""Colorful"": 1047, ""Third Person"": 1046, ""Atmospheric"": 1034, ""Simulation"": 1014, ""Indie"": 983}"
305620,True,"{""Survival"": 4477, ""Open World Survival Craft"": 4281, ""Open World"": 2957, ""Exploration"": 2341, ""Atmospheric"": 2175, ""Singleplayer"": 2070, ""First-Person"": 1949, ""Adventure"": 1757, ""Crafting"": 1551, ""Sandbox"": 1341, ""Simulation"": 1130, ""Post-apocalyptic"": 1079, ""Indie"": 911, ""Walking Simulator"": 808, ""Survival Horror"": 646, ""Strategy"": 575, ""Difficult"": 548, ""Co-op"": 528, ""Action"": 474, ""Early Access"": 373}"
367520,True,"{""Metroidvania"": 5623, ""Souls-like"": 4307, ""Platformer"": 4242, ""Great Soundtrack"": 4144, ""2D"": 4053, ""Difficult"": 4051, ""Indie"": 3863, ""Singleplayer"": 3240, ""Atmospheric"": 3162, ""Exploration"": 3143, ""Adventure"": 2884, ""Story Rich"": 2799, ""Hand-drawn"": 2140, ""Multiple Endings"": 2083, ""Action"": 2054, ""Dark Fantasy"": 1925, ""Open World"": 1791, ""Cute"": 1663, ""Controller"": 1337, ""Side Scroller"": 1278}"
457140,True,"{""Colony Sim"": 2225, ""Base-Building"": 2093, ""Survival"": 1921, ""Resource Management"": 1573, ""Building"": 1260, ""Singleplayer"": 1191, ""Management"": 986, ""2D"": 932, ""Simulation"": 909, ""Sandbox"": 903, ""Strategy"": 846, ""Space"": 710, ""Indie"": 563, ""Sci-fi"": 522, ""Difficult"": 471, ""Exploration"": 466, ""Open World"": 433, ""Multiplayer"": 350, ""Adventure"": 340, ""Space Sim"": 297}"
427520,True,"{""Automation"": 4756, ""Base-Building"": 4387, ""Resource Management"": 3753, ""Sandbox"": 3073, ""Crafting"": 2766, ""Strategy"": 2297, ""Multiplayer"": 2171, ""Survival"": 2115, ""Management"": 1876, ""Open World"": 1852, ""Building"": 1647, ""Co-op"": 1573, ""2D"": 1456, ""Moddable"": 1347, ""Singleplayer"": 1305, ""Trains"": 1296, ""Simulation"": 1277, ""Pixel Graphics"": 1259, ""City Builder"": 1251, ""Indie"": 1114}"
526870,True,"{""Base-Building"": 2091, ""Automation"": 1860, ""Open World"": 1677, ""Multiplayer"": 1625, ""Crafting"": 1581, ""Co-op"": 1469, ""Building"": 1386, ""Resource Management"": 1380, ""Sandbox"": 1280, ""Exploration"": 1074, ""Adventure"": 796, ""Open World Survival Craft"": 775, ""Survival"": 732, ""First-Person"": 694, ""Simulation"": 692, ""Strategy"": 610, ""Sci-fi"": 546, ""Singleplayer"": 546, ""Early Access"": 484, ""Indie"": 443}"
588650,True,"{""Adventure"": 4105, ""Action Roguelike"": 3843, ""Metroidvania"": 3835, ""Pixel Graphics"": 3833, ""Rogue-like"": 3801, ""2D"": 3780, ""Souls-like"": 3686, ""Rogue-lite"": 3658, ""Difficult"": 3599, ""Hack and Slash"": 3591, ""Replay Value"": 3589, ""Platformer"": 3558, ""Singleplayer"": 3544, ""Roguevania"": 3534, ""Action"": 3507, ""Dark Fantasy"": 3443, ""Atmospheric"": 3424, ""Procedural Generation"": 3422, ""Funny"": 3373, ""Indie"": 1229}"
282070,True,"{""Survival"": 2857, ""War"": 1522, ""Atmospheric"": 1330, ""Singleplayer"": 1238, ""Strategy"": 1226, ""Choices Matter"": 1071, ""Simulation"": 1049, ""Crafting"": 985, ""Base-Building"": 984, ""Resource Management"": 930, ""Post-apocalyptic"": 822, ""Management"": 813, ""Story Rich"": 804, ""Indie"": 775, ""Emotional"": 759, ""Realistic"": 747, ""2.5D"": 720, ""Psychological"": 713, ""Drama"": 711, ""Stealth"": 706}"
379430,True,"{""Medieval"": 1673, ""RPG"": 1537, ""Open World"": 1481, ""Singleplayer"": 1041, ""Realistic"": 1028, ""Historical"": 934, ""Story Rich"": 884, ""First-Person"": 875, ""Adventure"": 852, ""Swordplay"": 799, ""Nudity"": 660, ""Action"": 621, ""Choices Matter"": 577, ""Choose Your Own Adventure"": 493, ""Atmospheric"": 481, ""Horses"": 398, ""Action RPG"": 389, ""Indie"": 330, ""Kickstarter"": 309, ""Crowdfunded"": 305}"
391540,True,"{""Great Soundtrack"": 11985, ""Story Rich"": 10869, ""Choices Matter"": 9942, ""Multiple Endings"": 9538, ""Pixel Graphics"": 9495, ""Funny"": 8882, ""RPG"": 8605, ""Singleplayer"": 8484, ""Indie"": 7503, ""2D"": 6259, ""Comedy"": 6241, ""Replay Value"": 5581, ""Bullet Hell"": 4885, ""Cute"": 4645, ""Memes"": 4168, ""Retro"": 3739, ""Dark"": 3164, ""Psychological Horror"": 2944, ""Dating Sim"": 2447, ""Horror"": 1663}"
250900,True,"{""Action Roguelike"": 4064, ""Rogue-like"": 3626, ""Indie"": 3121, ""Replay Value"": 2991, ""Difficult"": 2660, ""Pixel Graphics"": 2198, ""Dungeon Crawler"": 1895, ""Great Soundtrack"": 1724, ""Singleplayer"": 1685, ""Dark"": 1635, ""2D"": 1390, ""Local Co-Op"": 1292, ""Remake"": 1276, ""Gore"": 1263, ""Procedural Generation"": 1172, ""Rogue-lite"": 1152, ""Atmospheric"": 993, ""Co-op"": 928, ""Action"": 910, ""Horror"": 843}"
262060,True,"{""Turn-Based Combat"": 2648, ""Dark Fantasy"": 2178, ""Dungeon Crawler"": 2177, ""Rogue-like"": 1965, ""RPG"": 1923, ""Lovecraftian"": 1828, ""Difficult"": 1560, ""Turn-Based"": 1200, ""Singleplayer"": 1094, ""Perma Death"": 1031, ""Strategy"": 995, ""Atmospheric"": 924, ""Dark"": 893, ""Indie"": 778, ""2D"": 757, ""Rogue-lite"": 706, ""Horror"": 618, ""Gothic"": 575, ""Fantasy"": 539, ""Kickstarter"": 265}"
1332010,True,"{""Cats"": 1652, ""Adventure"": 1235, ""Atmospheric"": 1068, ""Cyberpunk"": 1063, ""Singleplayer"": 1051, ""Cute"": 972, ""Exploration"": 962, ""Robots"": 855, ""Beautiful"": 815, ""Puzzle"": 803, ""Third Person"": 780, ""Horror"": 693, ""Sci-fi"": 659, ""Indie"": 645, ""Dystopian "": 598, ""Open World"": 545, ""Mystery"": 517, ""Action"": 418, ""Colorful"": 411, ""Stealth"": 393}"
244210,True,"{""Racing"": 4917, ""Automobile Sim"": 2359, ""Simulation"": 1716, ""Driving"": 1472, ""Multiplayer"": 1470, ""VR"": 1100, ""Realistic"": 1045, ""Sports"": 692, ""Open World"": 556, ""Moddable"": 553, ""Controller"": 464, ""Singleplayer"": 366, ""Physics"": 359, ""First-Person"": 264, ""Replay Value"": 200, ""Indie"": 198, ""Action"": 162, ""3D Vision"": 150, ""TrackIR"": 131, ""Artificial Intelligence"": 118}"
268910,True,"{""Difficult"": 2387, ""Cartoon"": 1707, ""Co-op"": 1647, ""Platformer"": 1568, ""Great Soundtrack"": 1463, ""Local Co-Op"": 1419, ""2D"": 1360, ""Multiplayer"": 1342, ""Hand-drawn"": 1330, ""Indie"": 1270, ""Cartoony"": 1033, ""Retro"": 1032, ""Bullet Hell"": 1014, ""Action"": 924, ""Shoot 'Em Up"": 827, ""Singleplayer"": 767, ""Side Scroller"": 743, ""Colorful"": 718, ""Souls-like"": 683, ""Funny"": 677}"
508440,True,"{""Sandbox"": 3322, ""Simulation"": 3236, ""Funny"": 3176, ""War"": 2611, ""Physics"": 2581, ""Strategy"": 2577, ""Singleplayer"": 2527, ""Realistic"": 2485, ""Indie"": 2479, ""Adventure"": 2477, ""Colorful"": 1772, ""Fantasy"": 1742, ""3D"": 1652, ""Comedy"": 1619, ""Action"": 1616, ""Historical"": 1410, ""Family Friendly"": 1402, ""Wargame"": 1338, ""Cute"": 1327, ""Memes"": 1298}"
313120,True,"{""Open World Survival Craft"": 3091, ""Survival"": 2935, ""Multiplayer"": 2512, ""Open World"": 2001, ""Crafting"": 1870, ""First-Person"": 1308, ""Adventure"": 1285, ""Exploration"": 1221, ""Realistic"": 1133, ""Singleplayer"": 1131, ""Building"": 1113, ""Co-op"": 944, ""Sandbox"": 868, ""Simulation"": 738, ""Underwater"": 665, ""Early Access"": 663, ""Action"": 533, ""Atmospheric"": 493, ""Indie"": 423, ""Strategy"": 408}"
632360,True,"{""Third-Person Shooter"": 2882, ""Action Roguelike"": 2762, ""Multiplayer"": 2683, ""Co-op"": 2379, ""Action"": 2222, ""Rogue-lite"": 2199, ""Rogue-like"": 2135, ""Looter Shooter"": 2034, ""Loot"": 1667, ""Online Co-Op"": 1371, ""Shooter"": 1267, ""Great Soundtrack"": 1140, ""Difficult"": 1133, ""Third Person"": 1110, ""Indie"": 1095, ""Survival"": 1064, ""Singleplayer"": 1047, ""Soundtrack"": 946, ""Early Access"": 628, ""Bullet Hell"": 523}"
686810,True,"{""Shooter"": 958, ""Realistic"": 941, ""World War II"": 936, ""Multiplayer"": 936, ""FPS"": 933, ""Singleplayer"": 860, ""War"": 851, ""Action"": 775, ""Military"": 750, ""Tactical"": 638, ""Simulation"": 594, ""First-Person"": 591, ""Massively Multiplayer"": 548, ""Gore"": 520, ""Historical"": 516, ""PvP"": 502, ""Strategy"": 498, ""Mature"": 467, ""Violent"": 458, ""Indie"": 389}"
219640,True,"{""Medieval"": 1807, ""Multiplayer"": 1183, ""Action"": 1070, ""Gore"": 931, ""First-Person"": 876, ""Swordplay"": 666, ""Violent"": 616, ""PvP"": 470, ""Indie"": 377, ""Third Person"": 357, ""Competitive"": 340, ""Team-Based"": 325, ""Hack and Slash"": 295, ""Co-op"": 247, ""Historical"": 246, ""FPS"": 243, ""Class-Based"": 237, ""Atmospheric"": 228, ""Simulation"": 202, ""Difficult"": 197}"
1145360,True,"{""Action Roguelike"": 1330, ""Rogue-lite"": 954, ""Hack and Slash"": 936, ""Indie"": 928, ""Mythology"": 877, ""Action"": 816, ""Rogue-like"": 747, ""Singleplayer"": 701, ""Great Soundtrack"": 696, ""Story Rich"": 669, ""RPG"": 648, ""Dungeon Crawler"": 638, ""Replay Value"": 565, ""Isometric"": 432, ""Difficult"": 397, ""Action RPG"": 305, ""Hand-drawn"": 297, ""Atmospheric"": 284, ""Perma Death"": 102, ""LGBTQ+"": 93}"
233860,True,"{""Open World"": 1817, ""Sandbox"": 1511, ""RPG"": 1411, ""Survival"": 1383, ""Strategy"": 889, ""Building"": 854, ""Base-Building"": 820, ""Singleplayer"": 791, ""Post-apocalyptic"": 779, ""Crafting"": 720, ""City Builder"": 637, ""Indie"": 554, ""Adventure"": 531, ""Simulation"": 525, ""Management"": 497, ""RTS"": 419, ""Character Customization"": 363, ""Ninja"": 339, ""Alternate History"": 214, ""Steampunk"": 198}"
220200,True,"{""Space"": 3299, ""Simulation"": 2797, ""Sandbox"": 2526, ""Physics"": 2308, ""Science"": 2084, ""Space Sim"": 1968, ""Building"": 1665, ""Moddable"": 1431, ""Indie"": 1296, ""Education"": 1291, ""Open World"": 1061, ""Singleplayer"": 1058, ""Exploration"": 1037, ""Funny"": 817, ""Sci-fi"": 680, ""Difficult"": 607, ""Adventure"": 603, ""Replay Value"": 583, ""Strategy"": 582, ""Comedy"": 518}"
644930,True,"{""Base-Building"": 1359, ""Colony Sim"": 1059, ""Strategy"": 987, ""Zombies"": 935, ""Survival"": 915, ""RTS"": 887, ""Tower Defense"": 723, ""City Builder"": 499, ""Steampunk"": 440, ""Building"": 417, ""Post-apocalyptic"": 371, ""Singleplayer"": 360, ""Resource Management"": 346, ""Real-Time with Pause"": 268, ""Difficult"": 239, ""Tactical"": 226, ""Management"": 211, ""Indie"": 106, ""Isometric"": 94, ""Multiplayer"": 91}"
222880,True,"{""FPS"": 6632, ""Realistic"": 2248, ""Tactical"": 1990, ""Multiplayer"": 1953, ""Shooter"": 1757, ""Action"": 1638, ""Military"": 1412, ""Team-Based"": 1100, ""Co-op"": 1041, ""First-Person"": 967, ""War"": 847, ""Strategy"": 826, ""Online Co-Op"": 819, ""Competitive"": 649, ""Indie"": 609, ""PvP"": 567, ""Simulation"": 565, ""Singleplayer"": 492, ""Atmospheric"": 464, ""Adventure"": 220}"
211820,True,"{""Open World Survival Craft"": 5404, ""Sandbox"": 4758, ""Survival"": 3365, ""Space"": 3236, ""Adventure"": 3234, ""Crafting"": 3037, ""Pixel Graphics"": 2994, ""Online Co-Op"": 2971, ""Multiplayer"": 2905, ""Open World"": 2868, ""Exploration"": 2846, ""Relaxing"": 2830, ""Indie"": 2783, ""2D"": 2595, ""Action"": 2493, ""Building"": 2467, ""Co-op"": 2446, ""RPG"": 2426, ""Atmospheric"": 2416, ""Sci-fi"": 1451}"
362890,True,"{""FPS"": 1073, ""Remake"": 991, ""Action"": 920, ""Sci-fi"": 861, ""First-Person"": 795, ""Singleplayer"": 776, ""Shooter"": 704, ""Atmospheric"": 685, ""Classic"": 677, ""Story Rich"": 656, ""Great Soundtrack"": 632, ""Aliens"": 615, ""Zombies"": 569, ""Adventure"": 555, ""Horror"": 503, ""Multiplayer"": 466, ""Indie"": 379, ""Mod"": 257, ""Early Access"": 214, ""Gore"": 174}"
613100,True,"{""Simulation"": 1267, ""Design & Illustration"": 1130, ""Building"": 1040, ""Singleplayer"": 1039, ""Relaxing"": 1008, ""Sandbox"": 974, ""Casual"": 922, ""Education"": 881, ""Immersive Sim"": 877, ""Multiplayer"": 558, ""First-Person"": 553, ""Management"": 550, ""Economy"": 545, ""Family Friendly"": 534, ""Base-Building"": 527, ""3D"": 525, ""Replay Value"": 523, ""Realistic"": 518, ""Indie"": 381, ""Moddable"": 331}"
433340,True,"{""Cute"": 3221, ""Exploration"": 2467, ""Adventure"": 2300, ""Singleplayer"": 2228, ""Open World"": 2130, ""First-Person"": 2028, ""Colorful"": 1977, ""Funny"": 1310, ""Sandbox"": 1248, ""Casual"": 1209, ""Simulation"": 1207, ""Management"": 1103, ""Fantasy"": 1066, ""Family Friendly"": 948, ""Indie"": 940, ""Great Soundtrack"": 899, ""Female Protagonist"": 843, ""Action"": 623, ""Early Access"": 565, ""FPS"": 499}"
581320,True,"{""FPS"": 1173, ""Realistic"": 975, ""Shooter"": 935, ""Military"": 867, ""Tactical"": 758, ""Multiplayer"": 753, ""Action"": 651, ""First-Person"": 587, ""War"": 493, ""Online Co-Op"": 483, ""Co-op"": 431, ""Gore"": 359, ""Violent"": 324, ""Difficult"": 239, ""Atmospheric"": 237, ""Simulation"": 212, ""Open World"": 177, ""Massively Multiplayer"": 166, ""Indie"": 114, ""Choices Matter"": 93}"
285900,True,"{""Funny"": 1702, ""Physics"": 1539, ""Multiplayer"": 1465, ""Colorful"": 1206, ""Party Game"": 1167, ""Local Multiplayer"": 1147, ""Party"": 1133, ""Fighting"": 1114, ""Comedy"": 1057, ""3D Fighter"": 1046, ""Casual"": 997, ""Soundtrack"": 961, ""4 Player Local"": 804, ""Co-op"": 800, ""Family Friendly"": 743, ""Beat 'em up"": 738, ""Memes"": 706, ""Third Person"": 695, ""Singleplayer"": 683, ""Indie"": 679}"
848450,True,"{""Open World Survival Craft"": 1264, ""Survival"": 1163, ""Underwater"": 1041, ""Singleplayer"": 1014, ""Open World"": 986, ""Horror"": 954, ""Exploration"": 905, ""Base-Building"": 845, ""Indie"": 805, ""Adventure"": 788, ""Crafting"": 671, ""Multiplayer"": 666, ""First-Person"": 664, ""Survival Horror"": 625, ""Sci-fi"": 589, ""Aliens"": 587, ""Action"": 580, ""Story Rich"": 558, ""Atmospheric"": 557, ""Sandbox"": 550}"
646570,True,"{""Roguelike Deckbuilder"": 1728, ""Card Game"": 1588, ""Card Battler"": 1535, ""Rogue-like"": 1398, ""Deckbuilding"": 1123, ""Turn-Based"": 998, ""Strategy"": 809, ""Singleplayer"": 689, ""Rogue-lite"": 655, ""Replay Value"": 548, ""Indie"": 519, ""Difficult"": 363, ""Dungeon Crawler"": 328, ""RPG"": 255, ""Mouse only"": 249, ""2D"": 159, ""Great Soundtrack"": 143, ""Procedural Generation"": 141, ""Fantasy"": 141, ""Casual"": 92}"
690830,True,"{""City Builder"": 717, ""Simulation"": 472, ""Medieval"": 464, ""Strategy"": 457, ""Sandbox"": 327, ""Resource Management"": 315, ""Management"": 313, ""Relaxing"": 312, ""Atmospheric"": 304, ""Economy"": 293, ""Building"": 292, ""Indie"": 243, ""Singleplayer"": 204, ""Base-Building"": 201, ""Colony Sim"": 198, ""Open World"": 193, ""Survival"": 189, ""RTS"": 181, ""Choices Matter"": 175, ""Early Access"": 138}"
393420,True,"{""Survival"": 1590, ""FPS"": 1289, ""Open World"": 1148, ""Multiplayer"": 1104, ""Open World Survival Craft"": 1092, ""Crafting"": 982, ""Building"": 889, ""PvP"": 624, ""Sandbox"": 564, ""Adventure"": 564, ""Action"": 481, ""Early Access"": 448, ""Co-op"": 395, ""First-Person"": 388, ""Shooter"": 321, ""Simulation"": 310, ""Third Person"": 307, ""Singleplayer"": 234, ""Indie"": 211, ""Cartoony"": 209}"
286160,True,"{""Tabletop"": 1011, ""Board Game"": 878, ""Simulation"": 628, ""Multiplayer"": 613, ""Sandbox"": 489, ""Card Game"": 439, ""VR"": 388, ""Trading Card Game"": 372, ""Physics"": 359, ""Moddable"": 358, ""3D"": 344, ""Strategy"": 342, ""Online Co-Op"": 342, ""Casual"": 342, ""Wargame"": 337, ""Co-op"": 326, ""RPG"": 318, ""Funny"": 314, ""First-Person"": 299, ""Indie"": 296}"
1868140,True,"{""Pixel Graphics"": 654, ""Casual"": 563, ""Management"": 557, ""Adventure"": 532, ""Relaxing"": 514, ""Exploration"": 485, ""Fishing"": 480, ""RPG"": 479, ""Underwater"": 455, ""Simulation"": 441, ""Singleplayer"": 441, ""Farming Sim"": 389, ""Rogue-lite"": 356, ""Story Rich"": 354, ""2D"": 347, ""Crafting"": 347, ""Funny"": 340, ""Agriculture"": 287, ""Action"": 259, ""Indie"": 228}"
899770,True,"{""Action RPG"": 412, ""Loot"": 348, ""Hack and Slash"": 300, ""RPG"": 272, ""Isometric"": 206, ""Multiplayer"": 199, ""Action"": 133, ""Co-op"": 122, ""Adventure"": 118, ""Top-Down"": 117, ""Dungeon Crawler"": 108, ""Indie"": 96, ""Singleplayer"": 87, ""Fantasy"": 75, ""Gore"": 61, ""MMORPG"": 60, ""Character Customization"": 60, ""Magic"": 53, ""Violent"": 50, ""Time Travel"": 35}"
632470,True,"{""RPG"": 1272, ""Story Rich"": 1198, ""Choices Matter"": 1098, ""Detective"": 958, ""Isometric"": 737, ""Atmospheric"": 691, ""Singleplayer"": 666, ""Point & Click"": 588, ""CRPG"": 584, ""Noir"": 524, ""Political"": 519, ""Surreal"": 507, ""Visual Novel"": 501, ""Exploration"": 470, ""Funny"": 467, ""Indie"": 460, ""Adventure"": 459, ""Open World"": 417, ""Character Customization"": 392, ""Sexual Content"": 352}"
728880,True,"{""Multiplayer"": 830, ""Online Co-Op"": 759, ""Local Co-Op"": 746, ""Co-op"": 572, ""Casual"": 519, ""Cooking"": 479, ""Funny"": 450, ""4 Player Local"": 364, ""Indie"": 327, ""Local Multiplayer"": 310, ""Action"": 272, ""Family Friendly"": 260, ""Cute"": 239, ""Controller"": 238, ""Comedy"": 181, ""Singleplayer"": 164, ""Difficult"": 161, ""Simulation"": 148, ""Strategy"": 135, ""Colorful"": 120}"
246620,True,"{""Strategy"": 2192, ""Simulation"": 1765, ""Outbreak Sim"": 1553, ""Indie"": 1081, ""Singleplayer"": 850, ""Multiplayer"": 780, ""Zombies"": 644, ""Casual"": 619, ""Tactical"": 526, ""Replay Value"": 369, ""Post-apocalyptic"": 361, ""Addictive"": 339, ""Realistic"": 308, ""2D"": 268, ""Difficult"": 259, ""Atmospheric"": 249, ""Co-op"": 244, ""Sandbox"": 236, ""Early Access"": 210, ""Survival"": 195}"
1167630,True,"{""Destruction"": 1002, ""Physics"": 882, ""Sandbox"": 863, ""Voxel"": 731, ""First-Person"": 671, ""Singleplayer"": 612, ""Open World"": 583, ""Heist"": 576, ""Realistic"": 556, ""3D"": 536, ""Simulation"": 529, ""Action"": 507, ""Puzzle"": 465, ""Driving"": 454, ""Indie"": 422, ""Replay Value"": 421, ""Multiplayer"": 420, ""Tactical"": 417, ""Immersive Sim"": 417, ""Puzzle-Platformer"": 382}"
