appid,thumb_hue_bin_0,thumb_hue_bin_1,thumb_hue_bin_2,thumb_hue_bin_3,thumb_hue_bin_4,thumb_hue_bin_5,thumb_hue_bin_6,thumb_hue_bin_7,thumb_hue_bin_8,thumb_hue_bin_9,thumb_hue_bin_10,thumb_hue_bin_11,thumb_hue_bin_12,thumb_hue_bin_13,thumb_hue_bin_14,thumb_hue_bin_15,thumb_avg_saturation,thumb_avg_value,thumb_distinct_colors,thumb_reduced_palette_colors,thumb_edge_density,thumb_brightness_std,thumb_warm_color_ratio,thumb_texture_complexity,ss0_hue_bin_0,ss0_hue_bin_1,ss0_hue_bin_2,ss0_hue_bin_3,ss0_hue_bin_4,ss0_hue_bin_5,ss0_hue_bin_6,ss0_hue_bin_7,ss0_hue_bin_8,ss0_hue_bin_9,ss0_hue_bin_10,ss0_hue_bin_11,ss0_hue_bin_12,ss0_hue_bin_13,ss0_hue_bin_14,ss0_hue_bin_15,ss0_avg_saturation,ss0_avg_value,ss0_distinct_colors,ss0_reduced_palette_colors,ss0_edge_density,ss0_brightness_std,ss0_warm_color_ratio,ss0_texture_complexity,tag_2D,tag_Puzzle,tag_Story_Rich,tag_RPG,tag_Pixel_Graphics,tag_Exploration,tag_Female_Protagonist,tag_Horror,tag_Fantasy,tag_First_Person,tag_Retro,tag_Platformer,tag_3D,tag_Arcade,tag_Family_Friendly,tag_Sci_fi,tag_Psychological_Horror,tag_Visual_Novel,tag_Comedy,tag_Mystery,tag_Point___Click,tag_Shooter,tag_Action_Adventure,tag_Multiple_Endings,tag_Rogue_like,tag_Rogue_lite,tag_Side_Scroller,tag_Nudity,tag_Hand_drawn,tag_Top_Down,tag_Survival,tag_Open_World,tag_Sandbox,tag_Physics,tag_Puzzle_Platformer,tag_2D_Platformer,tag_Cartoony,tag_Third_Person,tag_Walking_Simulator,tag_Management,tag_Turn_Based,tag_Building,tag_Procedural_Generation,tag_Linear,tag_Short,tag_FPS,tag_Interactive_Fiction,tag_Drama,tag_Combat,tag_VR,tag_Bullet_Hell,tag_Space,tag_Shoot__Em_Up,tag_JRPG,tag_Logic,tag_Action_Roguelike,tag_Survival_Horror,tag_Mature,tag_Tactical,tag_Hidden_Object,tag_Turn_Based_Combat,tag_Romance,tag_Turn_Based_Strategy,tag_Old_School,tag_Fast_Paced,tag_Action_RPG,tag_Dungeon_Crawler,tag_Resource_Management,tag_Dating_Sim,tag_LGBTQ,tag_Isometric,tag_RPGMaker,tag_Magic,tag_Sports,tag_Character_Customization,tag_Choose_Your_Own_Adventure,tag_Hack_and_Slash,tag_Hentai,tag_Cartoon,tag_Crafting,tag_Dark_Fantasy,tag_Metroidvania,tag_Turn_Based_Tactics,tag_3D_Platformer,tag_Text_Based,cat_Captions_available,cat_Chat_Speech_to_text,cat_Chat_Text_to_speech,cat_Co_op,cat_Cross_Platform_Multiplayer,cat_Family_Sharing,cat_Full_controller_support,cat_In_App_Purchases,cat_Includes_level_editor,cat_LAN_Co_op,cat_LAN_PvP,cat_MMO,cat_Multi_player,cat_Online_Co_op,cat_Online_PvP,cat_Partial_Controller_Support,cat_PvP,cat_Remote_Play_Together,cat_Remote_Play_on_Phone,cat_Remote_Play_on_TV,cat_Remote_Play_on_Tablet,cat_Save_Anytime,cat_Shared_Split_Screen,cat_Shared_Split_Screen_Co_op,cat_Shared_Split_Screen_PvP,cat_Single_player,cat_Stats,cat_Steam_Achievements,cat_Steam_Cloud,cat_Steam_Leaderboards,cat_Steam_Trading_Cards,cat_Steam_Workshop,cat_Tracked_Controller_Support,cat_VR_Only,cat_VR_Support,cat_VR_Supported,cat_Valve_Anti_Cheat_enabled,genre_Action,genre_Adventure,genre_Casual,genre_Free_To_Play,genre_Game_Development,genre_Gore,genre_Indie,genre_Massively_Multiplayer,genre_Nudity,genre_RPG,genre_Racing,genre_Sexual_Content,genre_Simulation,genre_Sports,genre_Strategy,genre_Utilities,genre_Violent,lang_English,lang_French,lang_German,lang_Spanish,lang_Japanese,lang_Simplified_Chinese,lang_Traditional_Chinese,lang_Korean,lang_Portuguese,lang_Russian,hw_ram_gb,hw_storage_gb,hw_has_gpu_req,dev_prev_count,tfidf_action,tfidf_adventure,tfidf_based,tfidf_battle,tfidf_build,tfidf_character,tfidf_characters,tfidf_choose,tfidf_combat,tfidf_create,tfidf_different,tfidf_discover,tfidf_enemies,tfidf_experience,tfidf_explore,tfidf_features,tfidf_fight,tfidf_friends,tfidf_game,tfidf_gameplay,tfidf_games,tfidf_help,tfidf_items,tfidf_just,tfidf_level,tfidf_levels,tfidf_life,tfidf_like,tfidf_make,tfidf_mode,tfidf_music,tfidf_need,tfidf_new,tfidf_play,tfidf_player,tfidf_players,tfidf_power,tfidf_puzzle,tfidf_puzzles,tfidf_set,tfidf_skills,tfidf_story,tfidf_style,tfidf_time,tfidf_unique,tfidf_unlock,tfidf_use,tfidf_way,tfidf_weapons,tfidf_world,price_usd,achievements_total,screenshots_count,movies_count,short_desc_len,detailed_desc_len,required_age,platform_mac,platform_linux,has_demo,has_website
1287530,5.6987,23.7331,34.4631,6.1517,0.8271,0.2144,0.273,0.272,13.8129,8.1203,0.2882,0.2993,2.7735,1.3701,0.5672,1.1355,140.8114,125.4063,58765.0,18494.0,19.1709,63.0542,62.3691,2199.2373,49.3306,28.9591,2.3716,1.7768,1.2743,0.5602,14.4904,0.2367,0.1933,0.0481,0.0203,0.0115,0.0176,0.0095,0.0298,0.67,160.4933,120.2868,60472.0,10173.0,15.5151,35.7317,80.9184,1094.9139,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,1,0,0,0,1,8.0,0.732,1,0,0.0,0.0,0.1856301821527869,0.0,0.5027746043730593,0.1987277954749586,0.0,0.0,0.0,0.0,0.1512152483945759,0.0,0.0,0.2628299848432034,0.1619614205222618,0.0,0.0,0.0,0.2590716504871695,0.2796182066416684,0.0,0.0,0.0,0.0,0.0,0.1753648466965206,0.0,0.0,0.0,0.1838884962776296,0.0,0.2002969862805111,0.217161410631663,0.1375318398214614,0.0,0.2991407473430152,0.0,0.0,0.0,0.1912518860944114,0.1969766330191069,0.0,0.0,0.0,0.2397704055922327,0.0,0.0,0.0,0.0,0.1291196805825037,24.99,50.0,20,3,298,8379,0,0,0,0,1
647960,19.9626,4.5187,6.093,3.7108,1.634,5.6916,1.548,0.8332,1.2265,47.2588,5.0576,0.7907,0.454,0.3286,0.3529,0.5389,195.4582,142.4382,48542.0,22003.0,17.7128,54.4658,28.8109,6173.1163,24.9525,2.0888,1.8663,1.6012,28.6967,2.8117,0.4862,0.2509,0.5608,35.6113,0.4293,0.0604,0.078,0.2367,0.0861,0.1831,161.7963,123.3528,35831.0,8770.0,11.9039,41.7518,29.0765,858.0296,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2.0,0.293,0,0,0.0,0.0,0.0,0.3394419513276682,0.0,0.0,0.0,0.0,0.0,0.3272936924329542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2436943745897916,0.0,0.6040661660151474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3811082599771361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3929577005985304,0.2317668206604082,0.0,0.0,0.0,0.0,0.0,4.99,0.0,10,1,277,2362,0,1,1,0,1
2215260,17.907,33.8969,19.3246,0.7098,0.6663,3.3751,0.5662,0.996,6.7058,3.9505,2.1264,1.8938,0.6805,0.5035,1.181,5.5167,177.9967,190.9823,44098.0,18128.0,18.2396,85.8036,76.8544,7927.9067,54.5634,1.3604,0.6836,1.9341,3.0992,1.8765,1.1407,5.5569,2.5133,3.1596,2.2102,0.0468,0.5425,17.4506,1.1875,2.6747,101.5195,110.9284,14201.0,4603.0,12.3264,92.4027,77.8083,5761.6941,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,8.0,2.0,1,0,0.0,0.0,0.0,0.2778889855247089,0.0,0.0,0.2347503978468618,0.0,0.0,0.0,0.0,0.0,0.2408824392029797,0.0,0.0,0.0,0.0,0.2650849456840414,0.1178301987682595,0.0,0.235644939545809,0.0,0.2808967046523621,0.0,0.2552932530751975,0.0,0.0,0.2153705439528628,0.0,0.0,0.0,0.0,0.1718478714883218,0.1842720501895926,0.0,0.0,0.0,0.0,0.0,0.0,0.2639191626680308,0.0,0.2627105457365541,0.0,0.0,0.2604507911795038,0.0,0.3517221563591612,0.0,0.2929161854204307,14.99,19.0,12,1,118,785,0,0,0,0,1
490280,2.9848,10.9525,3.8706,2.639,1.6107,1.1456,2.4206,2.0738,4.5389,50.1041,14.094,1.275,0.5005,0.2235,0.8504,0.7159,101.7491,129.0052,47086.0,15202.0,20.183,52.6795,18.6815,5865.3279,43.9765,49.2879,4.8645,0.2692,0.1485,0.0719,0.0156,0.0326,0.099,0.0732,0.3398,0.0475,0.1255,0.1838,0.2753,0.1892,109.3447,39.973,22965.0,5029.0,11.1532,43.2397,98.7318,1268.396,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.0,1.0,1,0,0.2125648463878684,0.1898907741032132,0.0,0.1364296829199682,0.2346593055949254,0.2743371217909638,0.1951365332658337,0.2710285914660894,0.0,0.2227284536547107,0.0994693634418172,0.1270805147978563,0.0,0.1021113339518923,0.1065381935520448,0.0,0.0,0.0,0.0979464857676689,0.0,0.0,0.2034216533201045,0.1379063235508419,0.1968827790294212,0.0,0.0,0.2817828268628938,0.384780220255066,0.1048982031161312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2130071541155489,0.1295711940914671,0.0967343789574542,0.0,0.1579389179325856,0.0931525220450595,0.0,0.1064350317876364,0.0,0.1359696388779709,0.2805047441041963,19.99,62.0,12,2,267,9688,0,0,0,0,1
863590,15.6006,4.1001,4.7058,2.7017,0.91,2.4348,0.8342,0.6946,8.9383,5.8463,20.9474,17.6967,3.7816,2.366,3.5956,4.8463,126.6926,98.8302,40345.0,16377.0,14.4459,73.31,34.5096,3552.4587,2.1681,2.0345,2.238,0.9318,0.4361,0.2326,0.8511,6.2907,2.2814,3.0884,66.666,6.2486,2.8002,1.3089,1.1624,1.2614,175.3405,59.4395,41570.0,16510.0,5.2639,53.7996,9.2306,593.2094,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,4.0,2.0,0,0,0.0,0.0,0.0,0.3482554526530114,0.3537790607234568,0.0,0.0,0.0,0.3491864705251657,0.0,0.0,0.3243904204502675,0.0,0.0,0.2719533317545453,0.2067702798433177,0.0,0.0,0.2500218208144703,0.0,0.0,0.0,0.0,0.2968260920276021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2377845717753529,0.0,0.0,0.2603344289796628,0.0,0.3670878086454966,19.99,24.0,15,1,246,2420,0,0,1,0,1
354240,0.1385,0.1062,0.1486,0.729,68.27,26.9292,3.2679,0.1668,0.0779,0.0182,0.0263,0.0061,0.0212,0.0465,0.0354,0.0121,74.7846,130.3775,12708.0,3695.0,16.5945,64.0733,0.4732,1982.9631,3.127,0.0039,0.0091,0.0,6.3075,4.9899,0.2809,0.5147,42.9256,38.2924,1.2568,0.0131,0.0091,0.1189,0.5167,1.6344,41.8107,113.8623,4956.0,1096.0,6.1866,56.0673,5.4087,463.802,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,0.5,0.049,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.99,15.0,5,1,80,907,0,1,1,0,1
564050,16.5238,25.8402,7.5339,1.6208,1.2356,1.6138,1.7391,9.5157,18.4014,3.4489,3.5784,2.4449,1.7563,1.2831,1.3782,2.0859,129.1708,156.6443,51885.0,19739.0,21.3367,73.178,53.9262,5565.4972,20.1857,62.9768,9.6083,1.0152,0.1099,0.061,0.1689,0.3893,1.3848,0.6531,0.9291,0.1973,0.3676,0.2631,0.4795,1.2105,145.6788,111.5091,54366.0,10018.0,15.9729,63.1509,94.2858,2546.9571,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,2.0,2.0,1,0,0.0,0.3300810110871209,0.0,0.0,0.0,0.0,0.3391995451312032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1702572186948359,0.0,0.5765032417699497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2483093548519985,0.0,0.3575429626033731,0.0,0.0,0.0,0.0,0.0,0.0,0.284703125933363,0.3796001984760879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.99,34.0,9,1,267,895,0,1,1,0,1
265610,23.3509,11.8311,7.8645,1.6148,2.8918,7.1325,2.9211,9.4216,16.1941,2.2528,4.6815,1.2275,2.5116,0.8028,1.087,4.2144,97.3495,170.9035,63583.0,26375.0,21.8311,69.8502,48.5389,3493.544,33.1278,23.4843,5.1887,0.4564,0.312,0.7012,0.2964,0.0936,0.9148,29.8964,1.3082,0.2842,0.2706,0.4042,0.2984,2.9629,156.5004,116.7207,39648.0,9130.0,10.1644,93.1374,65.368,3323.6779,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,2.0,0.488,0,0,0.0,0.0,0.1956614089725757,0.3701403368154617,0.0,0.209466801215766,0.1846744046876431,0.0,0.0,0.0,0.3344909596842277,0.0,0.3208486547646672,0.0,0.1707136165631878,0.3097318807570651,0.0,0.0,0.1569465208445205,0.1740713590258729,0.0,0.0,0.2209769703744473,0.0,0.0,0.0,0.189214032303049,0.1694285818322438,0.0,0.0,0.2209223402354621,0.0,0.1351899875571124,0.0,0.0,0.1862247707523,0.0,0.0,0.2014610742960118,0.0,0.2076210080937734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2304325047456633,14.99,110.0,11,1,237,1578,0,0,0,0,1
1225560,5.549,2.5885,1.8868,4.7412,4.3357,3.5308,8.819,8.2942,16.9323,24.1941,6.2558,2.7543,1.1254,0.73,1.0819,7.181,110.0796,95.0139,55279.0,20443.0,24.0324,66.6499,18.5298,3782.6517,6.2263,9.1214,0.1804,0.0197,0.0109,0.0142,0.0264,0.0109,13.8672,64.8526,2.1057,0.8464,0.609,0.4673,0.6917,0.9501,139.0973,206.4478,74060.0,10257.0,5.4986,34.5855,17.6127,195.1351,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,4.0,1.0,1,0,0.0,0.218317173708101,0.237695570985727,0.0,0.0,0.2544667912746854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1987708509462552,0.0,0.1576804343598203,0.0,0.0,0.1126089461082268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4823935202574739,0.0,0.0,0.0,0.0,0.0,0.1642330056431575,0.0,0.0,0.0,0.0,0.267656543381544,0.4143828473104559,0.0,0.0,0.3951771334692087,0.0,0.0,0.1813315462454903,0.2489097821642504,0.0,0.0,0.0,0.0,19.99,26.0,5,1,144,1410,0,0,0,0,0
850000,14.2113,76.271,3.8372,0.4287,0.2629,1.1577,0.1972,0.1132,0.1769,0.2679,0.9636,0.6886,0.5369,0.1891,0.4378,0.2599,175.6053,196.1929,15697.0,5488.0,7.1405,99.8103,95.1304,2528.9298,53.1148,17.8202,1.7605,0.3988,0.2258,0.1343,0.1648,0.0685,0.4734,9.9406,1.8114,0.1865,0.1478,0.1533,0.8769,12.7224,37.6744,57.3596,32510.0,5215.0,16.1126,54.254,86.3993,3043.3451,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,8.0,6.0,0,0,0.3829782650733119,0.1433714026523257,0.0,0.0,0.0,0.0,0.2494548580666336,0.0,0.0,0.0,0.0,0.0,0.1511805975717822,0.3114951905999485,0.136194230298208,0.1753263344431655,0.0,0.0,0.1764702669644746,0.387700056703896,0.2504054326965055,0.0,0.0,0.0,0.1602249905956414,0.0,0.0,0.1351690378173106,0.0,0.0,0.0,0.0,0.2573706916888437,0.0,0.0,0.2515490646095731,0.0,0.0,0.0,0.0,0.1656387109613084,0.3953733308903093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.99,0.0,6,1,282,7642,0,0,0,1,1
1407450,28.5865,46.9272,14.2629,1.6582,0.361,0.7634,0.3893,0.1466,0.3943,3.3246,1.3488,0.361,0.3701,0.1122,0.5511,0.4429,67.3547,65.9867,21513.0,5071.0,15.4863,73.2302,90.7492,5204.505,16.9657,71.0883,0.9271,0.0163,0.0068,0.0034,0.0014,0.0007,0.0027,0.0224,10.3746,0.215,0.1139,0.0848,0.0827,0.0943,87.3094,66.8702,15828.0,3128.0,8.4174,38.2879,89.2212,906.8055,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,4.0,4.0,0,0,0.0,0.0,0.2130860565075092,0.0,0.2418553837282134,0.2281208894216129,0.4220741697792403,0.2253697310094319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1413551872539638,0.2262100376585786,0.2271094946575549,0.1709234099097177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4368222522498075,0.0,0.0,0.0,0.0,0.0,0.0,0.2028090374693379,0.2386576620876048,0.0,0.0,0.0,0.2261107189973102,0.1688081994705386,0.0,0.0,0.0,0.0,0.0,0.1779734591690802,0.0,0.2509536959037412,17.99,81.0,25,3,181,4691,0,0,0,1,1
303310,26.6451,14.3448,28.549,5.0465,2.1203,3.2659,2.3155,1.1355,1.1183,1.6977,4.2396,3.5814,2.3246,0.5116,1.0657,2.0384,59.012,148.4926,44718.0,13736.0,17.4631,72.9463,70.0152,3713.048,57.7957,19.0938,0.002,0.0,0.0,0.0,0.0005,0.0,0.0,0.0005,0.8286,5.334,4.9713,2.7878,2.4053,6.7805,170.7173,58.922,51034.0,5485.0,5.1295,53.4836,88.3392,169.3024,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,1,0.125,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4057866234554054,0.0,0.0,0.3125389644351638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3710268479746173,0.0,0.0,0.0,0.0,0.0,0.0,0.284257436012678,0.0,0.0,0.4297120399732707,0.0,0.0,0.3952886171257537,0.0,0.3039454720379891,0.0,0.293095585071489,0.0,0.0,0.0,0.0,0.0,0.0,24.99,16.0,10,1,195,1901,0,0,0,0,1
449610,11.6117,14.277,10.9929,3.73,4.1193,1.7159,3.4419,6.0566,20.4985,8.0556,1.8463,1.0425,0.6815,1.1881,1.3953,9.3468,100.2669,218.6077,65761.0,32874.0,20.1658,42.4788,46.4499,5537.4268,24.3863,19.456,5.2958,12.4966,6.3443,7.9563,2.3248,0.923,14.7563,1.2438,0.7026,0.8436,0.59,0.3893,0.5134,1.7782,132.7073,156.5577,102871.0,26538.0,18.9589,71.6868,51.2953,1183.401,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,4.0,4.883,1,0,0.1769076486552311,0.4123879814409839,0.0,0.0,0.0,0.0,0.1624028895342411,0.0,0.192760583314525,0.0,0.0,0.1790724783053446,0.2821546858379701,0.0,0.1501257559735741,0.0,0.0,0.0,0.0815162186299789,0.1530785586598706,0.1630217432531288,0.1692982023412933,0.1943274086630041,0.0,0.0,0.0,0.1663950434193359,0.0,0.1478148025420173,0.0,0.1942793668542767,0.0,0.2836975514353908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1825821596634989,0.0,0.0,0.0,0.2222486891233259,0.3050758345218327,0.0,0.0,0.1915983756195149,0.3123079510764663,29.99,32.0,13,2,187,2299,0,0,0,1,1
